date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms
2025-06-03 07:00:00,2025-06-03,0.161474,0.020198,0.153132,0.057474,0.012254,0.219242,4.170095,1.873483,-0.066133,0.000000,0.000000,2,14,2025-05-19,2025-06-03,2025-03-30,2025-05-14,1748908800000,1747612800000,1748908800000,1743292800000,1747180800000
2025-06-13 07:00:00,2025-06-13,0.044077,0.005987,0.143271,0.065446,0.013495,0.214866,-2.248205,-4.535573,-0.071595,0.011402,0.001776,3,13,2025-05-29,2025-06-13,2025-04-09,2025-05-24,1749772800000,1748476800000,1749772800000,1744156800000,1748044800000
2025-06-23 07:00:00,2025-06-23,0.048036,0.004814,0.118909,0.076498,0.014967,0.206627,-2.838889,-5.840518,-0.087717,0.011731,0.001493,3,10,2025-06-08,2025-06-23,2025-04-19,2025-06-03,1750636800000,1749340800000,1750636800000,1745020800000,1748908800000
2025-07-03 07:00:00,2025-07-03,0.083086,0.006889,0.098077,0.075180,0.013721,0.192183,-0.213602,-3.928054,-0.094105,0.020690,0.002087,3,11,2025-06-18,2025-07-03,2025-04-29,2025-06-13,1751500800000,1750204800000,1751500800000,1745884800000,1749772800000
2025-07-13 07:00:00,2025-07-13,0.095834,0.007787,0.093661,0.052761,0.007099,0.141843,2.221761,0.207919,-0.048182,0.046926,0.005286,7,11,2025-06-28,2025-07-13,2025-05-09,2025-06-23,1752364800000,1751068800000,1752364800000,1746748800000,1750636800000
2025-07-23 07:00:00,2025-07-23,0.112754,0.010363,0.100670,0.055463,0.005694,0.110845,3.110181,2.606224,-0.010175,0.051805,0.005179,7,11,2025-07-08,2025-07-23,2025-05-19,2025-07-03,1753228800000,1751932800000,1753228800000,1747612800000,1751500800000
2025-08-02 07:00:00,2025-08-02,0.126083,0.014720,0.137416,0.066539,0.005881,0.098309,2.910117,4.052803,0.039107,0.041314,0.005868,4,13,2025-07-18,2025-08-02,2025-05-29,2025-07-13,1754092800000,1752796800000,1754092800000,1748476800000,1752364800000
2025-08-12 07:00:00,2025-08-12,0.073610,0.016382,0.253728,0.091438,0.007968,0.093243,-0.924798,3.431892,0.160485,0.038029,0.006988,6,14,2025-07-28,2025-08-12,2025-06-08,2025-07-23,1754956800000,1753660800000,1754956800000,1749340800000,1753228800000
2025-08-22 07:00:00,2025-08-22,0.111268,0.015148,0.155931,0.104678,0.009953,0.101257,0.291944,2.106138,0.054674,0.062185,0.007249,7,12,2025-08-07,2025-08-22,2025-06-18,2025-08-02,1755820800000,1754524800000,1755820800000,1750204800000,1754092800000
2025-09-01 07:00:00,2025-09-01,0.121714,0.016470,0.160034,0.089474,0.011499,0.134955,1.197501,1.631638,0.025079,0.044952,0.006341,5,17,2025-08-17,2025-09-01,2025-06-28,2025-08-12,1756684800000,1755388800000,1756684800000,1751068800000,1754956800000
2025-09-11 07:00:00,2025-09-11,0.108403,0.014999,0.163767,0.102093,0.013421,0.140013,-0.045967,0.339520,0.023754,0.047746,0.006656,7,18,2025-08-27,2025-09-11,2025-07-08,2025-08-22,1757548800000,1756252800000,1757548800000,1751932800000,1755820800000
2025-09-21 07:00:00,2025-09-21,0.090933,0.013605,0.173290,0.102291,0.015197,0.162258,-0.866685,-0.838402,0.011032,0.041533,0.006034,8,17,2025-09-06,2025-09-21,2025-07-18,2025-09-01,1758412800000,1757116800000,1758412800000,1752796800000,1756684800000
2025-09-23 07:00:00,2025-09-23,0.090933,0.013605,0.173290,0.104738,0.015000,0.156329,-0.966792,-0.789290,0.016961,0.041533,0.006034,8,18,2025-09-08,2025-09-23,2025-07-20,2025-09-03,1758585600000,1757289600000,1758585600000,1752969600000,1756857600000
