date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms
2025-06-08 07:00:00,2025-06-08,0.080357,0.007581,0.106321,0.059184,0.010531,0.183668,0.992767,-2.074620,-0.077347,0.050012,0.006392,3,11,2025-05-24,2025-06-08,2025-04-04,2025-05-19,1749340800000,1748044800000,1749340800000,1743724800000,1747612800000
2025-06-18 07:00:00,2025-06-18,0.064805,0.005010,0.087486,0.067454,0.011491,0.179498,-0.573731,-4.101116,-0.092012,0.033163,0.002963,4,9,2025-06-03,2025-06-18,2025-04-14,2025-05-29,1750204800000,1748908800000,1750204800000,1744588800000,1748476800000
2025-06-28 07:00:00,2025-06-28,0.075244,0.005382,0.092016,0.075061,0.010974,0.155278,-0.811366,-3.656623,-0.063261,0.037688,0.002863,3,9,2025-06-13,2025-06-28,2025-04-24,2025-06-08,1751068800000,1749772800000,1751068800000,1745452800000,1749340800000
2025-07-08 07:00:00,2025-07-08,0.116448,0.009529,0.097511,0.078328,0.009030,0.128334,1.372193,-0.255312,-0.030823,0.050152,0.004961,3,9,2025-06-23,2025-07-08,2025-05-04,2025-06-18,1751932800000,1750636800000,1751932800000,1746316800000,1750204800000
2025-07-18 07:00:00,2025-07-18,0.133822,0.012750,0.120488,0.077519,0.006051,0.086815,2.325505,3.366714,0.033674,0.047716,0.005446,4,6,2025-07-03,2025-07-18,2025-05-14,2025-06-28,1752796800000,1751500800000,1752796800000,1747180800000,1751068800000
2025-07-28 07:00:00,2025-07-28,0.111720,0.013814,0.171022,0.087209,0.006925,0.085848,0.547208,2.971272,0.085174,0.039878,0.004821,3,8,2025-07-13,2025-07-28,2025-05-24,2025-07-08,1753660800000,1752364800000,1753660800000,1748044800000,1751932800000
2025-08-07 07:00:00,2025-08-07,0.074223,0.014418,0.229609,0.093373,0.007843,0.091374,-1.144661,2.732005,0.138235,0.043368,0.006058,4,10,2025-07-23,2025-08-07,2025-06-03,2025-07-18,1754524800000,1753228800000,1754524800000,1748908800000,1752796800000
2025-08-17 07:00:00,2025-08-17,0.071238,0.014581,0.235244,0.103418,0.009718,0.107301,-1.676325,1.859325,0.127943,0.065556,0.007069,6,10,2025-08-02,2025-08-17,2025-06-13,2025-07-28,1755388800000,1754092800000,1755388800000,1749772800000,1753660800000
2025-08-27 07:00:00,2025-08-27,0.121017,0.014990,0.143962,0.099635,0.011934,0.136120,0.708652,0.966566,0.007842,0.061983,0.007234,5,11,2025-08-12,2025-08-27,2025-06-23,2025-08-07,1756252800000,1754956800000,1756252800000,1750636800000,1754524800000
2025-09-06 07:00:00,2025-09-06,0.106498,0.015700,0.163986,0.098139,0.013495,0.159291,0.193843,0.370749,0.004695,0.049386,0.006328,4,13,2025-08-22,2025-09-06,2025-07-03,2025-08-17,1757116800000,1755820800000,1757116800000,1751500800000,1755388800000
2025-09-16 07:00:00,2025-09-16,0.116429,0.012714,0.127121,0.090191,0.014122,0.174635,0.772867,-0.920534,-0.047514,0.061329,0.006076,5,13,2025-09-01,2025-09-16,2025-07-13,2025-08-27,1757980800000,1756684800000,1757980800000,1752364800000,1756252800000
2025-09-26 07:00:00,2025-09-26,0.120270,0.012225,0.129677,0.089579,0.014389,0.176599,0.824233,-1.114744,-0.046922,0.056384,0.005428,5,13,2025-09-11,2025-09-26,2025-07-23,2025-09-06,1758844800000,1757548800000,1758844800000,1753228800000,1757116800000
2025-09-28 07:00:00,2025-09-28,0.124301,0.012334,0.125700,0.088803,0.014282,0.176161,1.055873,-1.007675,-0.050461,0.058299,0.005652,6,13,2025-09-13,2025-09-28,2025-07-25,2025-09-08,1759017600000,1757721600000,1759017600000,1753401600000,1757289600000
