date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms
2025-05-29 07:00:00,2025-05-29,0.153462,0.019740,0.172750,0.058015,0.012955,0.232190,3.878258,1.431925,-0.061837,0.000000,0.000000,2,11,2025-05-14,2025-05-29,2025-03-25,2025-05-09,1748476800000,1747180800000,1748476800000,1742860800000,1746748800000
2025-06-08 07:00:00,2025-06-08,0.052368,0.006756,0.154027,0.059598,0.013396,0.233644,-1.213689,-3.822344,-0.079616,0.052897,0.006834,5,11,2025-05-24,2025-06-08,2025-04-04,2025-05-19,1749340800000,1748044800000,1749340800000,1743724800000,1747612800000
2025-06-18 07:00:00,2025-06-18,0.040774,0.004827,0.134415,0.066206,0.014182,0.224001,-2.864055,-5.432726,-0.089586,0.018700,0.002816,6,10,2025-06-03,2025-06-18,2025-04-14,2025-05-29,1750204800000,1748908800000,1750204800000,1744588800000,1748476800000
2025-06-28 07:00:00,2025-06-28,0.046025,0.005542,0.143989,0.065634,0.013335,0.212845,-2.551921,-4.732763,-0.068856,0.029715,0.002998,4,11,2025-06-13,2025-06-28,2025-04-24,2025-06-08,1751068800000,1749772800000,1751068800000,1745452800000,1749340800000
2025-07-08 07:00:00,2025-07-08,0.096733,0.008582,0.106068,0.059591,0.011239,0.202709,1.692583,-1.759942,-0.096640,0.045166,0.005819,4,12,2025-06-23,2025-07-08,2025-05-04,2025-06-18,1751932800000,1750636800000,1751932800000,1746316800000,1750204800000
2025-07-18 07:00:00,2025-07-18,0.134613,0.010189,0.091409,0.048976,0.005912,0.135119,4.268619,2.335619,-0.043710,0.046699,0.005728,5,9,2025-07-03,2025-07-18,2025-05-14,2025-06-28,1752796800000,1751500800000,1752796800000,1747180800000,1751068800000
2025-07-28 07:00:00,2025-07-28,0.157881,0.013034,0.094801,0.063300,0.006314,0.113262,3.900226,2.936391,-0.018461,0.053431,0.005378,4,12,2025-07-13,2025-07-28,2025-05-24,2025-07-08,1753660800000,1752364800000,1753660800000,1748044800000,1751932800000
2025-08-07 07:00:00,2025-08-07,0.115119,0.016722,0.163527,0.076374,0.006270,0.097376,1.981347,4.378221,0.066152,0.055738,0.007203,6,14,2025-07-23,2025-08-07,2025-06-03,2025-07-18,1754524800000,1753228800000,1754524800000,1748908800000,1752796800000
2025-08-17 07:00:00,2025-08-17,0.096681,0.015469,0.183286,0.107593,0.008425,0.090619,-0.318203,2.829456,0.092667,0.067010,0.007534,8,14,2025-08-02,2025-08-17,2025-06-13,2025-07-28,1755388800000,1754092800000,1755388800000,1749772800000,1753660800000
2025-08-27 07:00:00,2025-08-27,0.162432,0.015929,0.105288,0.116386,0.011429,0.107996,1.597468,1.515900,-0.002707,0.059162,0.006136,6,15,2025-08-12,2025-08-27,2025-06-23,2025-08-07,1756252800000,1754956800000,1756252800000,1750636800000,1754524800000
2025-09-06 07:00:00,2025-09-06,0.154179,0.016087,0.113910,0.123568,0.013216,0.114980,1.024640,0.852793,-0.001070,0.058462,0.006035,5,17,2025-08-22,2025-09-06,2025-07-03,2025-08-17,1757116800000,1755820800000,1757116800000,1751500800000,1755388800000
2025-09-16 07:00:00,2025-09-16,0.119709,0.015792,0.156080,0.128219,0.014698,0.121713,-0.617676,0.220258,0.034367,0.059654,0.006529,6,16,2025-09-01,2025-09-16,2025-07-13,2025-08-27,1757980800000,1756684800000,1757980800000,1752364800000,1756252800000
2025-09-18 07:00:00,2025-09-18,0.119709,0.015792,0.156080,0.129448,0.014797,0.120540,-0.679852,0.172444,0.035540,0.059654,0.006529,6,18,2025-09-03,2025-09-18,2025-07-15,2025-08-29,1758153600000,1756857600000,1758153600000,1752537600000,1756425600000
