date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms
2025-05-29 07:00:00,2025-05-29,0.156570,0.019723,0.154977,0.057804,0.012800,0.229647,4.050427,1.537352,-0.074709,0.000000,0.000000,2,11,2025-05-14,2025-05-29,2025-03-25,2025-05-09,1748476800000,1747180800000,1748476800000,1742860800000,1746748800000
2025-06-08 07:00:00,2025-06-08,0.055408,0.007306,0.145247,0.060451,0.013023,0.223709,-0.903507,-3.409452,-0.078462,0.054584,0.007020,5,12,2025-05-24,2025-06-08,2025-04-04,2025-05-19,1749340800000,1748044800000,1749340800000,1743724800000,1747612800000
2025-06-18 07:00:00,2025-06-18,0.044556,0.004922,0.120310,0.069537,0.014157,0.214249,-2.400972,-5.231127,-0.093939,0.020957,0.002698,6,11,2025-06-03,2025-06-18,2025-04-14,2025-05-29,1750204800000,1748908800000,1750204800000,1744588800000,1748476800000
2025-06-28 07:00:00,2025-06-28,0.052758,0.004953,0.111177,0.069809,0.013164,0.198305,-1.979330,-4.976725,-0.087128,0.026595,0.002464,4,12,2025-06-13,2025-06-28,2025-04-24,2025-06-08,1751068800000,1749772800000,1751068800000,1745452800000,1749340800000
2025-07-08 07:00:00,2025-07-08,0.087363,0.007849,0.102757,0.065434,0.010341,0.169032,0.736048,-1.906175,-0.066276,0.042869,0.004905,4,13,2025-06-23,2025-07-08,2025-05-04,2025-06-18,1751932800000,1750636800000,1751932800000,1746316800000,1750204800000
2025-07-18 07:00:00,2025-07-18,0.110527,0.009311,0.093295,0.054396,0.005804,0.115577,2.845810,1.810694,-0.022283,0.044440,0.004965,5,9,2025-07-03,2025-07-18,2025-05-14,2025-06-28,1752796800000,1751500800000,1752796800000,1747180800000,1751068800000
2025-07-28 07:00:00,2025-07-28,0.129673,0.011955,0.105911,0.063707,0.006247,0.105322,3.089829,2.680980,0.000588,0.044841,0.004514,4,12,2025-07-13,2025-07-28,2025-05-24,2025-07-08,1753660800000,1752364800000,1753660800000,1748044800000,1751932800000
2025-08-07 07:00:00,2025-08-07,0.099061,0.016504,0.188003,0.070483,0.006107,0.094319,1.618449,4.608315,0.093684,0.044417,0.006851,6,14,2025-07-23,2025-08-07,2025-06-03,2025-07-18,1754524800000,1753228800000,1754524800000,1748908800000,1752796800000
2025-08-17 07:00:00,2025-08-17,0.081777,0.015553,0.208879,0.090313,0.007787,0.091643,-0.269091,3.367558,0.117237,0.057719,0.007397,8,14,2025-08-02,2025-08-17,2025-06-13,2025-07-28,1755388800000,1754092800000,1755388800000,1749772800000,1753660800000
2025-08-27 07:00:00,2025-08-27,0.132897,0.015322,0.132522,0.097108,0.010719,0.115475,1.294537,1.692578,0.017047,0.052767,0.006546,6,15,2025-08-12,2025-08-27,2025-06-23,2025-08-07,1756252800000,1754956800000,1756252800000,1750636800000,1754524800000
2025-09-06 07:00:00,2025-09-06,0.125090,0.015494,0.145153,0.100975,0.012771,0.133776,0.786651,0.867938,0.011377,0.047935,0.006391,5,17,2025-08-22,2025-09-06,2025-07-03,2025-08-17,1757116800000,1755820800000,1757116800000,1751500800000,1755388800000
2025-09-16 07:00:00,2025-09-16,0.104343,0.013952,0.160466,0.105635,0.014352,0.146415,-0.440407,-0.372310,0.014051,0.047649,0.005982,6,16,2025-09-01,2025-09-16,2025-07-13,2025-08-27,1757980800000,1756684800000,1757980800000,1752364800000,1756252800000
2025-09-18 07:00:00,2025-09-18,0.104343,0.013952,0.160466,0.106021,0.014546,0.147202,-0.468812,-0.449260,0.013264,0.047649,0.005982,6,18,2025-09-03,2025-09-18,2025-07-15,2025-08-29,1758153600000,1756857600000,1758153600000,1752537600000,1756425600000
