date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms
2025-05-29 07:00:00,2025-05-29,0.169352,0.020266,0.148181,0.058094,0.013148,0.235029,4.358961,1.554796,-0.087364,0.000000,0.000000,2,11,2025-05-14,2025-05-29,2025-03-25,2025-05-09,1748476800000,1747180800000,1748476800000,1742860800000,1746748800000
2025-06-08 07:00:00,2025-06-08,0.054194,0.007058,0.143211,0.060025,0.013222,0.227933,-0.970550,-3.512645,-0.084722,0.059970,0.007308,5,12,2025-05-24,2025-06-08,2025-04-04,2025-05-19,1749340800000,1748044800000,1749340800000,1743724800000,1747612800000
2025-06-18 07:00:00,2025-06-18,0.043625,0.004607,0.113942,0.067709,0.014172,0.219905,-2.280302,-5.424110,-0.105963,0.019648,0.002571,6,11,2025-06-03,2025-06-18,2025-04-14,2025-05-29,1750204800000,1748908800000,1750204800000,1744588800000,1748476800000
2025-06-28 07:00:00,2025-06-28,0.051379,0.004483,0.103304,0.067234,0.013093,0.204661,-1.789735,-5.277777,-0.101357,0.025560,0.002209,4,12,2025-06-13,2025-06-28,2025-04-24,2025-06-08,1751068800000,1749772800000,1751068800000,1745452800000,1749340800000
2025-07-08 07:00:00,2025-07-08,0.087068,0.007283,0.095747,0.062925,0.010013,0.169097,0.785136,-2.139425,-0.073350,0.042460,0.005113,4,13,2025-06-23,2025-07-08,2025-05-04,2025-06-18,1751932800000,1750636800000,1751932800000,1746316800000,1750204800000
2025-07-18 07:00:00,2025-07-18,0.109131,0.008858,0.089918,0.052824,0.005410,0.111871,2.839371,1.812216,-0.021953,0.043092,0.005051,5,9,2025-07-03,2025-07-18,2025-05-14,2025-06-28,1752796800000,1751500800000,1752796800000,1747180800000,1751068800000
2025-07-28 07:00:00,2025-07-28,0.124700,0.011156,0.101628,0.062710,0.005796,0.100592,3.000405,2.648016,0.001036,0.043764,0.004253,4,12,2025-07-13,2025-07-28,2025-05-24,2025-07-08,1753660800000,1752364800000,1753660800000,1748044800000,1751932800000
2025-08-07 07:00:00,2025-08-07,0.092257,0.016020,0.197897,0.069761,0.005671,0.089927,1.325874,4.660206,0.107970,0.043099,0.006740,6,14,2025-07-23,2025-08-07,2025-06-03,2025-07-18,1754524800000,1753228800000,1754524800000,1748908800000,1752796800000
2025-08-17 07:00:00,2025-08-17,0.076112,0.014913,0.220787,0.087854,0.007221,0.087611,-0.497244,3.459653,0.133176,0.054414,0.007317,8,14,2025-08-02,2025-08-17,2025-06-13,2025-07-28,1755388800000,1754092800000,1755388800000,1749772800000,1753660800000
2025-08-27 07:00:00,2025-08-27,0.127807,0.014887,0.135616,0.093951,0.010070,0.111838,1.238341,1.767494,0.023778,0.049924,0.006583,6,15,2025-08-12,2025-08-27,2025-06-23,2025-08-07,1756252800000,1754956800000,1756252800000,1750636800000,1754524800000
2025-09-06 07:00:00,2025-09-06,0.120377,0.015320,0.148415,0.096557,0.012134,0.132392,0.807336,0.993077,0.016022,0.045626,0.006497,5,17,2025-08-22,2025-09-06,2025-07-03,2025-08-17,1757116800000,1755820800000,1757116800000,1751500800000,1755388800000
2025-09-16 07:00:00,2025-09-16,0.104405,0.013587,0.157344,0.100464,0.013693,0.148127,-0.207149,-0.261126,0.009217,0.048288,0.006166,6,16,2025-09-01,2025-09-16,2025-07-13,2025-08-27,1757980800000,1756684800000,1757980800000,1752364800000,1756252800000
2025-09-18 07:00:00,2025-09-18,0.104405,0.013587,0.157344,0.100654,0.013877,0.149573,-0.221703,-0.337076,0.007771,0.048288,0.006166,6,18,2025-09-03,2025-09-18,2025-07-15,2025-08-29,1758153600000,1756857600000,1758153600000,1752537600000,1756425600000
