date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-01,0.058548,0.005402,0.101760,0.076097,0.013189,0.184147,-1.669896,-4.609757,-0.082387,0.030716,0.003028,6,11,2025-06-16,2025-07-01,2025-04-27,2025-06-11,1751328000000,1751195461000,1750032000000,1751328000000,1745712000000,1749600000000,2025-06-29
2025-07-11,2025-07-11,0.087721,0.007299,0.094942,0.054450,0.007284,0.140334,1.661782,-0.192767,-0.045392,0.044604,0.004941,7,11,2025-06-26,2025-07-11,2025-05-07,2025-06-21,1752192000000,1752232262000,1750896000000,1752192000000,1746576000000,1750464000000,2025-07-11
2025-07-17,2025-07-21,0.100426,0.008313,0.096683,0.055871,0.005829,0.112223,2.163820,1.255824,-0.015540,0.035908,0.003485,4,11,2025-07-06,2025-07-21,2025-05-17,2025-07-01,1753056000000,1752750725000,1751760000000,1753056000000,1747440000000,1751328000000,2025-07-17
2025-07-29,2025-07-31,0.118168,0.012941,0.121223,0.063123,0.005804,0.100674,2.923592,3.584956,0.020549,0.046629,0.005879,5,13,2025-07-16,2025-07-31,2025-05-27,2025-07-11,1753920000000,1753787525000,1752624000000,1753920000000,1748304000000,1752192000000,2025-07-29
2025-08-10,2025-08-10,0.067554,0.015044,0.254794,0.078773,0.006623,0.091736,-0.567016,3.837732,0.163058,0.035286,0.006583,6,11,2025-07-26,2025-08-10,2025-06-06,2025-07-21,1754784000000,1754824325000,1753488000000,1754784000000,1749168000000,1753056000000,2025-08-10
2025-08-16,2025-08-20,0.088229,0.014561,0.183785,0.086170,0.008178,0.099946,0.151754,2.606379,0.083840,0.055207,0.006962,5,15,2025-08-05,2025-08-20,2025-06-16,2025-07-31,1755648000000,1755342664000,1754352000000,1755648000000,1750032000000,1753920000000,2025-08-16
2025-08-28,2025-08-30,0.119847,0.015401,0.145489,0.082991,0.010802,0.135833,1.551502,1.555112,0.009656,0.052180,0.007218,8,17,2025-08-15,2025-08-30,2025-06-26,2025-08-10,1756512000000,1756379464000,1755216000000,1756512000000,1750896000000,1754784000000,2025-08-28
2025-09-09,2025-09-09,0.102393,0.014705,0.166353,0.090977,0.012301,0.142152,0.288205,0.663879,0.024201,0.046045,0.006667,7,16,2025-08-25,2025-09-09,2025-07-06,2025-08-20,1757376000000,1757416265000,1756080000000,1757376000000,1751760000000,1755648000000,2025-09-09
2025-09-15,2025-09-19,0.097862,0.013663,0.170466,0.097458,0.013948,0.153294,-0.445917,-0.381581,0.017172,0.037761,0.005696,5,18,2025-09-04,2025-09-19,2025-07-16,2025-08-30,1758240000000,1757934725000,1756944000000,1758240000000,1752624000000,1756512000000,2025-09-15
2025-09-27,2025-09-29,0.090728,0.012830,0.170658,0.093863,0.014297,0.166752,-0.603109,-0.853774,0.003905,0.041097,0.005872,7,18,2025-09-14,2025-09-29,2025-07-26,2025-09-09,1759104000000,1758971525000,1757808000000,1759104000000,1753488000000,1757376000000,2025-09-27
2025-10-09,2025-10-09,0.088150,0.012667,0.190901,0.099165,0.013865,0.156974,-0.949811,-0.727591,0.033928,0.049973,0.006071,7,16,2025-09-24,2025-10-09,2025-08-05,2025-09-19,1759968000000,1760008326000,1758672000000,1759968000000,1754352000000,1758240000000,2025-10-09
2025-10-15,2025-10-19,0.079074,0.012807,0.270833,0.099516,0.013286,0.148334,-2.097178,-0.441498,0.122500,0.033152,0.005268,5,19,2025-10-04,2025-10-19,2025-08-15,2025-09-29,1760832000000,1760526665000,1759536000000,1760832000000,1755216000000,1759104000000,2025-10-15
2025-10-21,2025-10-20,0.077752,0.012736,0.270079,0.097901,0.013149,0.149566,-2.012483,-0.386566,0.120512,0.038160,0.005893,6,18,2025-10-05,2025-10-20,2025-08-16,2025-09-30,1760918400000,1761000329000,1759622400000,1760918400000,1755302400000,1759190400000,2025-10-21
