date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-02,0.051683,0.005953,0.131551,0.078144,0.014362,0.198085,-2.483880,-4.832493,-0.066534,0.024091,0.003156,3,8,2025-06-17,2025-07-02,2025-04-28,2025-06-12,1751414400000,1751195436000,1750118400000,1751414400000,1745798400000,1749686400000,2025-06-29
2025-07-11,2025-07-12,0.058641,0.005666,0.110651,0.056357,0.008411,0.156351,-0.342639,-2.017239,-0.045700,0.034371,0.004565,5,7,2025-06-27,2025-07-12,2025-05-08,2025-06-22,1752278400000,1752232237000,1750982400000,1752278400000,1746662400000,1750550400000,2025-07-11
2025-07-23,2025-07-22,0.075159,0.006794,0.097762,0.051779,0.006069,0.126053,1.405700,0.193347,-0.028291,0.050772,0.003738,4,7,2025-07-07,2025-07-22,2025-05-18,2025-07-02,1753142400000,1753224269000,1751846400000,1753142400000,1747526400000,1751414400000,2025-07-23
2025-07-29,2025-08-01,0.111942,0.011060,0.107703,0.048820,0.005237,0.114925,3.867213,3.278723,-0.007222,0.046877,0.005549,4,9,2025-07-17,2025-08-01,2025-05-28,2025-07-12,1754006400000,1753787525000,1752710400000,1754006400000,1748390400000,1752278400000,2025-07-29
2025-08-10,2025-08-11,0.067974,0.013140,0.228752,0.059466,0.005631,0.101500,0.723329,4.012227,0.127251,0.034163,0.005563,5,9,2025-07-27,2025-08-11,2025-06-07,2025-07-22,1754870400000,1754824325000,1753574400000,1754870400000,1749254400000,1753142400000,2025-08-10
2025-08-22,2025-08-21,0.094588,0.011758,0.146458,0.069539,0.007155,0.105258,1.326448,2.375506,0.041200,0.059048,0.005556,5,10,2025-08-06,2025-08-21,2025-06-17,2025-08-01,1755734400000,1755816328000,1754438400000,1755734400000,1750118400000,1754006400000,2025-08-22
2025-08-28,2025-08-31,0.118700,0.013151,0.127139,0.068762,0.009040,0.138050,2.356269,1.721976,-0.010911,0.050666,0.006045,5,13,2025-08-16,2025-08-31,2025-06-27,2025-08-11,1756598400000,1756379439000,1755302400000,1756598400000,1750982400000,1754870400000,2025-08-28
2025-09-09,2025-09-10,0.105670,0.013179,0.146821,0.084330,0.010362,0.130717,0.820910,1.052238,0.016104,0.046237,0.006070,5,13,2025-08-26,2025-09-10,2025-07-07,2025-08-21,1757462400000,1757416240000,1756166400000,1757462400000,1751846400000,1755734400000,2025-09-09
2025-09-21,2025-09-20,0.109280,0.012421,0.139530,0.096275,0.012136,0.135140,0.139345,-0.040805,0.004390,0.041696,0.005504,5,14,2025-09-05,2025-09-20,2025-07-17,2025-08-31,1758326400000,1758408271000,1757030400000,1758326400000,1752710400000,1756598400000,2025-09-21
2025-09-27,2025-09-30,0.104637,0.012844,0.154562,0.096030,0.012607,0.144171,-0.106934,-0.164749,0.010392,0.039706,0.005524,5,14,2025-09-15,2025-09-30,2025-07-27,2025-09-10,1759190400000,1758971525000,1757894400000,1759190400000,1753574400000,1757462400000,2025-09-27
2025-10-09,2025-10-10,0.084678,0.013223,0.195071,0.103812,0.012144,0.131355,-1.268636,0.131119,0.063716,0.047208,0.006038,6,14,2025-09-25,2025-10-10,2025-08-06,2025-09-20,1760054400000,1760008326000,1758758400000,1760054400000,1754438400000,1758326400000,2025-10-09
2025-10-21,2025-10-20,0.055409,0.012035,0.332954,0.108905,0.012241,0.128310,-3.779726,-0.406716,0.204644,0.028895,0.005279,5,14,2025-10-05,2025-10-20,2025-08-16,2025-09-30,1760918400000,1761000329000,1759622400000,1760918400000,1755302400000,1759190400000,2025-10-21
2025-10-21,2025-10-21,0.056587,0.012574,0.324678,0.109063,0.012617,0.133832,-3.535454,-0.297592,0.190846,0.030115,0.005983,6,13,2025-10-06,2025-10-21,2025-08-17,2025-10-01,1761004800000,1761045125000,1759708800000,1761004800000,1755388800000,1759276800000,2025-10-21
