date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-03,0.059907,0.005738,0.110712,0.078867,0.014266,0.197094,-1.904199,-4.789890,-0.086382,0.015060,0.001589,2,8,2025-06-18,2025-07-03,2025-04-29,2025-06-13,1751500800000,1751195436000,1750204800000,1751500800000,1745884800000,1749772800000,2025-06-29
2025-07-11,2025-07-13,0.062067,0.005668,0.103810,0.056266,0.007675,0.143703,-0.089066,-1.627520,-0.039893,0.033735,0.003906,5,7,2025-06-28,2025-07-13,2025-05-09,2025-06-23,1752364800000,1752232237000,1751068800000,1752364800000,1746748800000,1750636800000,2025-07-11
2025-07-23,2025-07-23,0.089753,0.008088,0.098907,0.053087,0.005640,0.114371,2.265698,1.333981,-0.015464,0.052472,0.004764,5,7,2025-07-08,2025-07-23,2025-05-19,2025-07-03,1753228800000,1753269038000,1751932800000,1753228800000,1747612800000,1751500800000,2025-07-23
2025-07-29,2025-08-02,0.116987,0.012647,0.122861,0.051072,0.005082,0.106433,3.821961,4.040645,0.016428,0.039195,0.005265,3,9,2025-07-18,2025-08-02,2025-05-29,2025-07-13,1754092800000,1753787525000,1752796800000,1754092800000,1748476800000,1752364800000,2025-07-29
2025-08-10,2025-08-12,0.069142,0.013080,0.226370,0.068815,0.006290,0.094876,0.040864,3.517756,0.131493,0.031917,0.005615,5,10,2025-07-28,2025-08-12,2025-06-08,2025-07-23,1754956800000,1754824325000,1753660800000,1754956800000,1749340800000,1753228800000,2025-08-10
2025-08-22,2025-08-22,0.099604,0.012049,0.139715,0.076419,0.007781,0.104862,1.248808,2.283442,0.034853,0.058568,0.005784,6,9,2025-08-07,2025-08-22,2025-06-18,2025-08-02,1755820800000,1755861125000,1754524800000,1755820800000,1750204800000,1754092800000,2025-08-22
2025-08-28,2025-09-01,0.117394,0.014815,0.144177,0.072594,0.009134,0.133636,2.119160,2.209410,0.010541,0.044890,0.005770,4,13,2025-08-17,2025-09-01,2025-06-28,2025-08-12,1756684800000,1756379439000,1755388800000,1756684800000,1751068800000,1754956800000,2025-08-28
2025-09-09,2025-09-11,0.095518,0.013475,0.162913,0.089049,0.010734,0.128539,0.143695,0.909707,0.034374,0.041137,0.006287,5,14,2025-08-27,2025-09-11,2025-07-08,2025-08-22,1757548800000,1757416240000,1756252800000,1757548800000,1751932800000,1755820800000,2025-09-09
2025-09-21,2025-09-21,0.089810,0.012778,0.161427,0.096477,0.012712,0.141899,-0.602234,-0.148433,0.019528,0.036155,0.005974,6,13,2025-09-06,2025-09-21,2025-07-18,2025-09-01,1758412800000,1758453040000,1757116800000,1758412800000,1752796800000,1756684800000,2025-09-21
2025-09-27,2025-10-01,0.081377,0.013485,0.191455,0.091256,0.012757,0.151472,-0.803121,-0.042306,0.039982,0.027567,0.005253,4,14,2025-09-16,2025-10-01,2025-07-28,2025-09-11,1759276800000,1758971525000,1757980800000,1759276800000,1753660800000,1757548800000,2025-09-27
2025-10-09,2025-10-11,0.067929,0.012357,0.208509,0.092906,0.012284,0.145459,-1.502968,-0.297853,0.063050,0.036384,0.005606,6,15,2025-09-26,2025-10-11,2025-08-07,2025-09-21,1760140800000,1760008326000,1758844800000,1760140800000,1754524800000,1758412800000,2025-10-09
2025-10-21,2025-10-21,0.057211,0.011627,0.308412,0.094150,0.012762,0.149940,-2.960176,-0.744306,0.158472,0.028770,0.005445,6,13,2025-10-06,2025-10-21,2025-08-17,2025-10-01,1761004800000,1761045125000,1759708800000,1761004800000,1755388800000,1759276800000,2025-10-21
2025-10-21,2025-10-22,0.057211,0.011627,0.308412,0.091557,0.012645,0.150021,-2.875831,-0.703765,0.158391,0.028770,0.005445,6,14,2025-10-07,2025-10-22,2025-08-18,2025-10-02,1761091200000,1761045125000,1759795200000,1761091200000,1755475200000,1759363200000,2025-10-21
