date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms
2025-06-08 07:00:00,2025-06-08,0.055212,0.006688,0.133058,0.053854,0.009507,0.187847,-0.240656,-2.303955,-0.054789,0.068082,0.007093,3,11,2025-05-24,2025-06-08,2025-04-04,2025-05-19,1749340800000,1748044800000,1749340800000,1743724800000,1747612800000
2025-06-18 07:00:00,2025-06-18,0.044891,0.004654,0.108667,0.068318,0.011963,0.187979,-2.114015,-4.803985,-0.079312,0.019939,0.002177,4,9,2025-06-03,2025-06-18,2025-04-14,2025-05-29,1750204800000,1748908800000,1750204800000,1744588800000,1748476800000
2025-06-28 07:00:00,2025-06-28,0.057213,0.004999,0.099202,0.069514,0.011700,0.180327,-1.291999,-4.408258,-0.081125,0.036797,0.002524,3,9,2025-06-13,2025-06-28,2025-04-24,2025-06-08,1751068800000,1749772800000,1751068800000,1745452800000,1749340800000
2025-07-08 07:00:00,2025-07-08,0.117823,0.008276,0.081443,0.066942,0.009124,0.146133,2.191054,-0.778119,-0.064690,0.046455,0.004080,3,9,2025-06-23,2025-07-08,2025-05-04,2025-06-18,1751932800000,1750636800000,1751932800000,1746316800000,1750204800000
2025-07-18 07:00:00,2025-07-18,0.131220,0.009889,0.085307,0.057484,0.005665,0.103422,3.576644,2.670834,-0.018115,0.051415,0.004344,4,6,2025-07-03,2025-07-18,2025-05-14,2025-06-28,1752796800000,1751500800000,1752796800000,1747180800000,1751068800000
2025-07-28 07:00:00,2025-07-28,0.127791,0.012352,0.116962,0.073293,0.006384,0.090607,2.194818,3.049416,0.026354,0.043806,0.004422,3,8,2025-07-13,2025-07-28,2025-05-24,2025-07-08,1753660800000,1752364800000,1753660800000,1748044800000,1751932800000
2025-08-07 07:00:00,2025-08-07,0.081176,0.015199,0.221247,0.086064,0.006620,0.081712,-0.415666,3.894314,0.139534,0.038758,0.005814,4,10,2025-07-23,2025-08-07,2025-06-03,2025-07-18,1754524800000,1753228800000,1754524800000,1748908800000,1752796800000
2025-08-17 07:00:00,2025-08-17,0.070933,0.015166,0.247890,0.103091,0.008317,0.087562,-1.735966,2.775225,0.160328,0.053943,0.007695,6,10,2025-08-02,2025-08-17,2025-06-13,2025-07-28,1755388800000,1754092800000,1755388800000,1749772800000,1753660800000
2025-08-27 07:00:00,2025-08-27,0.128495,0.016569,0.160570,0.103871,0.011061,0.115277,0.714612,1.745118,0.045293,0.052283,0.007749,5,11,2025-08-12,2025-08-27,2025-06-23,2025-08-07,1756252800000,1754956800000,1756252800000,1750636800000,1754524800000
2025-09-06 07:00:00,2025-09-06,0.120418,0.016171,0.164560,0.099205,0.012819,0.140876,0.580303,0.933269,0.023684,0.046810,0.006620,4,13,2025-08-22,2025-09-06,2025-07-03,2025-08-17,1757116800000,1755820800000,1757116800000,1751500800000,1755388800000
2025-09-16 07:00:00,2025-09-16,0.100973,0.012811,0.158551,0.098393,0.014518,0.166051,-0.428090,-0.897844,-0.007499,0.043460,0.005646,5,13,2025-09-01,2025-09-16,2025-07-13,2025-08-27,1757980800000,1756684800000,1757980800000,1752364800000,1756252800000
2025-09-26 07:00:00,2025-09-26,0.083399,0.011689,0.180051,0.095419,0.015186,0.182067,-0.962361,-1.612305,-0.002015,0.042600,0.005152,5,13,2025-09-11,2025-09-26,2025-07-23,2025-09-06,1758844800000,1757548800000,1758844800000,1753228800000,1757116800000
2025-09-28 07:00:00,2025-09-28,0.084736,0.011886,0.174328,0.093975,0.015292,0.189748,-0.733651,-1.549585,-0.015420,0.042679,0.005365,6,13,2025-09-13,2025-09-28,2025-07-25,2025-09-08,1759017600000,1757721600000,1759017600000,1753401600000,1757289600000
