date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-01,0.054204,0.005345,0.113473,0.084428,0.013097,0.168221,-2.556588,-4.782484,-0.054748,0.033550,0.003114,6,10,2025-06-16,2025-07-01,2025-04-27,2025-06-11,1751328000000,1751195461000,1750032000000,1751328000000,1745712000000,1749600000000,2025-06-29
2025-07-11,2025-07-11,0.092690,0.008488,0.108611,0.045567,0.006014,0.141671,2.807019,1.419960,-0.033060,0.044732,0.005059,7,10,2025-06-26,2025-07-11,2025-05-07,2025-06-21,1752192000000,1752232262000,1750896000000,1752192000000,1746576000000,1750464000000,2025-07-11
2025-07-17,2025-07-21,0.101811,0.010000,0.118544,0.046806,0.005455,0.127988,3.196584,2.653525,-0.009444,0.036015,0.004071,4,11,2025-07-06,2025-07-21,2025-05-17,2025-07-01,1753056000000,1752750725000,1751760000000,1753056000000,1747440000000,1751328000000,2025-07-17
2025-07-29,2025-07-31,0.116676,0.013765,0.135542,0.059658,0.005881,0.111368,3.030448,3.935970,0.024174,0.045092,0.006017,5,13,2025-07-16,2025-07-31,2025-05-27,2025-07-11,1753920000000,1753787525000,1752624000000,1753920000000,1748304000000,1752192000000,2025-07-29
2025-08-10,2025-08-10,0.072045,0.015683,0.250731,0.079555,0.007384,0.106061,-0.149183,3.685093,0.144671,0.036894,0.007214,6,11,2025-07-26,2025-08-10,2025-06-06,2025-07-21,1754784000000,1754824325000,1753488000000,1754784000000,1749168000000,1753056000000,2025-08-10
2025-08-16,2025-08-20,0.083101,0.015482,0.201210,0.087365,0.008971,0.113309,-0.010352,2.542439,0.087902,0.044732,0.007359,5,15,2025-08-05,2025-08-20,2025-06-16,2025-07-31,1755648000000,1755342664000,1754352000000,1755648000000,1750032000000,1753920000000,2025-08-16
2025-08-28,2025-08-30,0.110606,0.015269,0.151233,0.086332,0.011524,0.142487,1.070689,1.103523,0.008746,0.046373,0.007040,8,17,2025-08-15,2025-08-30,2025-06-26,2025-08-10,1756512000000,1756379464000,1755216000000,1756512000000,1750896000000,1754784000000,2025-08-28
2025-09-09,2025-09-09,0.104899,0.014970,0.161378,0.088907,0.013321,0.158032,0.610629,0.373337,0.003346,0.047175,0.006568,7,16,2025-08-25,2025-09-09,2025-07-06,2025-08-20,1757376000000,1757416265000,1756080000000,1757376000000,1751760000000,1755648000000,2025-09-09
2025-09-15,2025-09-19,0.107368,0.015198,0.170484,0.093997,0.014267,0.160539,0.250655,0.055637,0.009945,0.038829,0.006486,5,18,2025-09-04,2025-09-19,2025-07-16,2025-08-30,1758240000000,1757934725000,1756944000000,1758240000000,1752624000000,1756512000000,2025-09-15
2025-09-27,2025-09-29,0.100675,0.014876,0.173679,0.093498,0.014711,0.167192,-0.048048,-0.205204,0.006488,0.044765,0.006645,7,18,2025-09-14,2025-09-29,2025-07-26,2025-09-09,1759104000000,1758971525000,1757808000000,1759104000000,1753488000000,1757376000000,2025-09-27
2025-10-09,2025-10-09,0.095487,0.014435,0.184221,0.098884,0.014488,0.158074,-0.542173,-0.245646,0.026147,0.054667,0.007217,7,16,2025-09-24,2025-10-09,2025-08-05,2025-09-19,1759968000000,1760008326000,1758672000000,1759968000000,1754352000000,1758240000000,2025-10-09
2025-10-15,2025-10-19,0.091557,0.015229,0.246489,0.101011,0.014345,0.154001,-1.310607,-0.042503,0.092488,0.038679,0.006122,5,19,2025-10-04,2025-10-19,2025-08-15,2025-09-29,1760832000000,1760526665000,1759536000000,1760832000000,1755216000000,1759104000000,2025-10-15
2025-10-21,2025-10-20,0.091860,0.015838,0.249451,0.100705,0.014136,0.152935,-1.189361,0.160726,0.096516,0.046018,0.008065,6,18,2025-10-05,2025-10-20,2025-08-16,2025-09-30,1760918400000,1761000329000,1759622400000,1760918400000,1755302400000,1759190400000,2025-10-21
