date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-03,0.125726,0.006675,0.056985,0.045718,0.006229,0.145364,4.024982,-0.420869,-0.088380,0.028271,0.001968,2,8,2025-06-18,2025-07-03,2025-04-29,2025-06-13,1751500800000,1751195461000,1750204800000,1751500800000,1745884800000,1749772800000,2025-06-29
2025-07-11,2025-07-13,0.125063,0.007979,0.066564,0.046627,0.004305,0.103188,4.350027,2.373953,-0.036624,0.050589,0.004253,5,7,2025-06-28,2025-07-13,2025-05-09,2025-06-23,1752364800000,1752232262000,1751068800000,1752364800000,1746748800000,1750636800000,2025-07-11
2025-07-23,2025-07-23,0.117751,0.011367,0.115089,0.070608,0.004300,0.073286,2.579138,4.366071,0.041803,0.047616,0.005227,5,7,2025-07-08,2025-07-23,2025-05-19,2025-07-03,1753228800000,1753269063000,1751932800000,1753228800000,1747612800000,1751500800000,2025-07-23
2025-07-29,2025-08-02,0.100369,0.013555,0.170625,0.087261,0.005306,0.065328,0.555000,4.283922,0.105297,0.030024,0.004920,3,9,2025-07-18,2025-08-02,2025-05-29,2025-07-13,1754092800000,1753787525000,1752796800000,1754092800000,1748476800000,1752364800000,2025-07-29
2025-08-10,2025-08-12,0.065940,0.015587,0.263188,0.106328,0.008076,0.079459,-2.202388,3.129568,0.183729,0.033502,0.006470,5,10,2025-07-28,2025-08-12,2025-06-08,2025-07-23,1754956800000,1754824325000,1753660800000,1754956800000,1749340800000,1753228800000,2025-08-10
2025-08-22,2025-08-22,0.097704,0.019328,0.212809,0.114898,0.009963,0.093283,-0.729318,3.105391,0.119527,0.044040,0.008255,6,9,2025-08-07,2025-08-22,2025-06-18,2025-08-02,1755820800000,1755861125000,1754524800000,1755820800000,1750204800000,1754092800000,2025-08-22
2025-08-28,2025-09-01,0.110042,0.019108,0.200789,0.094291,0.011517,0.130032,0.510866,2.259158,0.070757,0.036147,0.007320,4,13,2025-08-17,2025-09-01,2025-06-28,2025-08-12,1756684800000,1756379464000,1755388800000,1756684800000,1751068800000,1754956800000,2025-08-28
2025-09-09,2025-09-11,0.091475,0.014299,0.194210,0.095394,0.014850,0.167762,-0.802409,-0.480247,0.026447,0.053082,0.008277,5,14,2025-08-27,2025-09-11,2025-07-08,2025-08-22,1757548800000,1757416265000,1756252800000,1757548800000,1751932800000,1755820800000,2025-09-09
2025-09-21,2025-09-21,0.067567,0.008333,0.141705,0.090522,0.016761,0.202062,-2.102734,-3.770029,-0.060357,0.033165,0.004553,6,13,2025-09-06,2025-09-21,2025-07-18,2025-09-01,1758412800000,1758453065000,1757116800000,1758412800000,1752796800000,1756684800000,2025-09-21
2025-09-27,2025-10-01,0.074068,0.008316,0.120935,0.087925,0.016271,0.204111,-1.379455,-4.016917,-0.083175,0.027614,0.003858,4,14,2025-09-16,2025-10-01,2025-07-28,2025-09-11,1759276800000,1758971525000,1757980800000,1759276800000,1753660800000,1757548800000,2025-09-27
2025-10-09,2025-10-11,0.123682,0.009834,0.098115,0.085574,0.014046,0.183757,1.478976,-2.174542,-0.085642,0.069919,0.005471,6,15,2025-09-26,2025-10-11,2025-08-07,2025-09-21,1760140800000,1760008326000,1758844800000,1760140800000,1754524800000,1758412800000,2025-10-09
2025-10-21,2025-10-21,0.149035,0.013959,0.120575,0.080730,0.010675,0.146361,2.828520,1.147855,-0.025786,0.064524,0.006845,6,13,2025-10-06,2025-10-21,2025-08-17,2025-10-01,1761004800000,1761045125000,1759708800000,1761004800000,1755388800000,1759276800000,2025-10-21
2025-10-21,2025-10-22,0.149035,0.013959,0.120575,0.082753,0.010383,0.135794,2.650137,1.283782,-0.015219,0.064524,0.006845,6,14,2025-10-07,2025-10-22,2025-08-18,2025-10-02,1761091200000,1761045125000,1759795200000,1761091200000,1755475200000,1759363200000,2025-10-21
