date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-03,0.107482,0.008897,0.092910,0.100809,0.012869,0.135136,-0.383051,-2.214484,-0.042226,0.027840,0.002586,2,8,2025-06-18,2025-07-03,2025-04-29,2025-06-13,1751500800000,1751195461000,1750204800000,1751500800000,1745884800000,1749772800000,2025-06-29
2025-07-11,2025-07-13,0.092092,0.009942,0.115720,0.083742,0.007963,0.103049,0.168558,0.674066,0.012671,0.047196,0.005270,5,7,2025-06-28,2025-07-13,2025-05-09,2025-06-23,1752364800000,1752232262000,1751068800000,1752364800000,1746748800000,1750636800000,2025-07-11
2025-07-23,2025-07-23,0.092350,0.011918,0.150303,0.088000,0.006954,0.086034,0.234529,2.322667,0.064268,0.042230,0.005303,5,7,2025-07-08,2025-07-23,2025-05-19,2025-07-03,1753228800000,1753269063000,1751932800000,1753228800000,1747612800000,1751500800000,2025-07-23
2025-07-29,2025-08-02,0.100353,0.014114,0.191127,0.084629,0.007807,0.095567,0.378782,2.728298,0.095561,0.029578,0.005324,3,9,2025-07-18,2025-08-02,2025-05-29,2025-07-13,1754092800000,1753787525000,1752796800000,1754092800000,1748476800000,1752364800000,2025-07-29
2025-08-10,2025-08-12,0.073955,0.017941,0.278441,0.086577,0.009811,0.117628,-0.821770,2.925359,0.160813,0.038758,0.008073,5,10,2025-07-28,2025-08-12,2025-06-08,2025-07-23,1754956800000,1754824325000,1753660800000,1754956800000,1749340800000,1753228800000,2025-08-10
2025-08-22,2025-08-22,0.087955,0.014089,0.182139,0.092297,0.011380,0.136539,-0.336505,0.980714,0.045600,0.047922,0.009525,6,9,2025-08-07,2025-08-22,2025-06-18,2025-08-02,1755820800000,1755861125000,1754524800000,1755820800000,1750204800000,1754092800000,2025-08-22
2025-08-28,2025-09-01,0.089164,0.010922,0.140598,0.082808,0.013032,0.168006,-0.323830,-1.430780,-0.027408,0.039501,0.005687,4,13,2025-08-17,2025-09-01,2025-06-28,2025-08-12,1756684800000,1756379464000,1755388800000,1756684800000,1751068800000,1754956800000,2025-08-28
2025-09-09,2025-09-11,0.095502,0.009283,0.110524,0.083392,0.013862,0.183171,-0.122117,-2.789495,-0.072648,0.055637,0.004779,5,14,2025-08-27,2025-09-11,2025-07-08,2025-08-22,1757548800000,1757416265000,1756252800000,1757548800000,1751932800000,1755820800000,2025-09-09
2025-09-21,2025-09-21,0.133484,0.008760,0.076101,0.083057,0.013855,0.192115,2.021563,-2.547087,-0.116014,0.062622,0.005014,6,13,2025-09-06,2025-09-21,2025-07-18,2025-09-01,1758412800000,1758453065000,1757116800000,1758412800000,1752796800000,1756684800000,2025-09-21
2025-09-27,2025-10-01,0.158046,0.010695,0.083031,0.086259,0.012153,0.156519,2.521945,-0.749003,-0.073489,0.055267,0.004344,4,14,2025-09-16,2025-10-01,2025-07-28,2025-09-11,1759276800000,1758971525000,1757980800000,1759276800000,1753660800000,1757548800000,2025-09-27
2025-10-09,2025-10-11,0.146404,0.012736,0.103533,0.099125,0.010030,0.110635,1.554041,0.973026,-0.007101,0.069990,0.005983,6,15,2025-09-26,2025-10-11,2025-08-07,2025-09-21,1760140800000,1760008326000,1758844800000,1760140800000,1754524800000,1758412800000,2025-10-09
2025-10-21,2025-10-21,0.115503,0.017252,0.190531,0.115074,0.009092,0.086876,-0.186918,3.003418,0.103655,0.056116,0.009491,6,13,2025-10-06,2025-10-21,2025-08-17,2025-10-01,1761004800000,1761045125000,1759708800000,1761004800000,1755388800000,1759276800000,2025-10-21
2025-10-21,2025-10-22,0.115503,0.017252,0.190531,0.117467,0.009213,0.085964,-0.309547,2.872025,0.104567,0.056116,0.009491,6,14,2025-10-07,2025-10-22,2025-08-18,2025-10-02,1761091200000,1761045125000,1759795200000,1761091200000,1755475200000,1759363200000,2025-10-21
