date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-03,0.064319,0.005998,0.118572,0.081897,0.014235,0.184562,-2.064750,-4.624902,-0.065990,0.018186,0.002249,2,8,2025-06-18,2025-07-03,2025-04-29,2025-06-13,1751500800000,1751195436000,1750204800000,1751500800000,1745884800000,1749772800000,2025-06-29
2025-07-11,2025-07-13,0.071633,0.005971,0.095185,0.058925,0.008811,0.158536,0.417741,-1.974987,-0.063351,0.038841,0.004251,5,7,2025-06-28,2025-07-13,2025-05-09,2025-06-23,1752364800000,1752232237000,1751068800000,1752364800000,1746748800000,1750636800000,2025-07-11
2025-07-23,2025-07-23,0.100023,0.008548,0.090388,0.054868,0.006380,0.129238,2.809752,1.222566,-0.038850,0.051848,0.004722,5,7,2025-07-08,2025-07-23,2025-05-19,2025-07-03,1753228800000,1753269038000,1751932800000,1753228800000,1747612800000,1751500800000,2025-07-23
2025-07-29,2025-08-02,0.124166,0.012913,0.121690,0.058902,0.005422,0.101805,3.374708,3.757215,0.019885,0.041150,0.005408,3,9,2025-07-18,2025-08-02,2025-05-29,2025-07-13,1754092800000,1753787525000,1752796800000,1754092800000,1748476800000,1752364800000,2025-07-29
2025-08-10,2025-08-12,0.060497,0.014175,0.256936,0.075328,0.006536,0.091839,-0.889385,3.439911,0.165097,0.035296,0.006724,5,10,2025-07-28,2025-08-12,2025-06-08,2025-07-23,1754956800000,1754824325000,1753660800000,1754956800000,1749340800000,1753228800000,2025-08-10
2025-08-22,2025-08-22,0.112251,0.011584,0.118389,0.088573,0.007921,0.093092,1.016493,1.820668,0.025297,0.068493,0.006778,6,9,2025-08-07,2025-08-22,2025-06-18,2025-08-02,1755820800000,1755861125000,1754524800000,1755820800000,1750204800000,1754092800000,2025-08-22
2025-08-28,2025-09-01,0.128802,0.014282,0.133933,0.074356,0.009562,0.131704,2.214499,1.705793,0.002229,0.047481,0.005576,4,13,2025-08-17,2025-09-01,2025-06-28,2025-08-12,1756684800000,1756379439000,1755388800000,1756684800000,1751068800000,1754956800000,2025-08-28
2025-09-09,2025-09-11,0.114554,0.013504,0.135152,0.093569,0.010969,0.122735,0.695979,0.754191,0.012417,0.051559,0.005960,5,14,2025-08-27,2025-09-11,2025-07-08,2025-08-22,1757548800000,1757416240000,1756252800000,1757548800000,1751932800000,1755820800000,2025-09-09
2025-09-21,2025-09-21,0.113101,0.012921,0.137413,0.100853,0.012637,0.139759,0.269804,-0.015390,-0.002346,0.045632,0.005652,6,13,2025-09-06,2025-09-21,2025-07-18,2025-09-01,1758412800000,1758453040000,1757116800000,1758412800000,1752796800000,1756684800000,2025-09-21
2025-09-27,2025-10-01,0.112756,0.014071,0.155781,0.100271,0.012530,0.137584,0.138108,0.278542,0.018197,0.038694,0.005207,4,14,2025-09-16,2025-10-01,2025-07-28,2025-09-11,1759276800000,1758971525000,1757980800000,1759276800000,1753660800000,1757548800000,2025-09-27
2025-10-09,2025-10-11,0.090560,0.014228,0.201951,0.108715,0.012243,0.127179,-1.111309,0.488007,0.074772,0.054295,0.006415,6,15,2025-09-26,2025-10-11,2025-08-07,2025-09-21,1760140800000,1760008326000,1758844800000,1760140800000,1754524800000,1758412800000,2025-10-09
2025-10-21,2025-10-21,0.062780,0.013004,0.343136,0.114985,0.012903,0.128399,-3.726149,0.051035,0.214737,0.034534,0.006891,6,13,2025-10-06,2025-10-21,2025-08-17,2025-10-01,1761004800000,1761045125000,1759708800000,1761004800000,1755388800000,1759276800000,2025-10-21
2025-10-21,2025-10-22,0.062780,0.013004,0.343136,0.112729,0.012964,0.130529,-3.660250,0.024732,0.212606,0.034534,0.006891,6,14,2025-10-07,2025-10-22,2025-08-18,2025-10-02,1761091200000,1761045125000,1759795200000,1761091200000,1755475200000,1759363200000,2025-10-21
