date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-01,0.062996,0.005449,0.096205,0.074815,0.013482,0.190564,-1.277565,-4.624911,-0.094358,0.034134,0.002936,6,11,2025-06-16,2025-07-01,2025-04-27,2025-06-11,1751328000000,1751195461000,1750032000000,1751328000000,1745712000000,1749600000000,2025-06-29
2025-07-11,2025-07-11,0.103307,0.008228,0.091558,0.054039,0.006917,0.136877,2.595859,0.689851,-0.045319,0.049980,0.005366,7,11,2025-06-26,2025-07-11,2025-05-07,2025-06-21,1752192000000,1752232262000,1750896000000,1752192000000,1746576000000,1750464000000,2025-07-11
2025-07-17,2025-07-21,0.118297,0.009465,0.093890,0.057360,0.005631,0.105943,2.954771,2.161579,-0.012053,0.039407,0.003948,4,11,2025-07-06,2025-07-21,2025-05-17,2025-07-01,1753056000000,1752750725000,1751760000000,1753056000000,1747440000000,1751328000000,2025-07-17
2025-07-29,2025-07-31,0.133153,0.014515,0.120904,0.069901,0.006026,0.095642,3.010282,3.934271,0.025262,0.048949,0.006578,5,13,2025-07-16,2025-07-31,2025-05-27,2025-07-11,1753920000000,1753787525000,1752624000000,1753920000000,1748304000000,1752192000000,2025-07-29
2025-08-10,2025-08-10,0.077403,0.017251,0.255326,0.091079,0.007237,0.087439,-0.611001,4.146785,0.167887,0.039729,0.007100,6,11,2025-07-26,2025-08-10,2025-06-06,2025-07-21,1754784000000,1754824325000,1753488000000,1754784000000,1749168000000,1753056000000,2025-08-10
2025-08-16,2025-08-20,0.103594,0.015678,0.169012,0.100447,0.009165,0.097364,0.180738,2.521730,0.071648,0.065065,0.006966,5,15,2025-08-05,2025-08-20,2025-06-16,2025-07-31,1755648000000,1755342664000,1754352000000,1755648000000,1750032000000,1753920000000,2025-08-16
2025-08-28,2025-08-30,0.136800,0.016229,0.134210,0.095921,0.012233,0.134362,1.500568,1.306679,-0.000152,0.057625,0.007258,8,17,2025-08-15,2025-08-30,2025-06-26,2025-08-10,1756512000000,1756379464000,1755216000000,1756512000000,1750896000000,1754784000000,2025-08-28
2025-09-09,2025-09-09,0.112849,0.015293,0.157950,0.106500,0.013738,0.137022,0.000549,0.346819,0.020928,0.050363,0.006588,7,16,2025-08-25,2025-09-09,2025-07-06,2025-08-20,1757376000000,1757416265000,1756080000000,1757376000000,1751760000000,1755648000000,2025-09-09
2025-09-15,2025-09-19,0.103081,0.014986,0.175863,0.111333,0.015350,0.147617,-0.777285,-0.432996,0.028246,0.037180,0.005865,5,18,2025-09-04,2025-09-19,2025-07-16,2025-08-30,1758240000000,1757934725000,1756944000000,1758240000000,1752624000000,1756512000000,2025-09-15
2025-09-27,2025-09-29,0.088361,0.014392,0.190090,0.106896,0.015642,0.160180,-1.207306,-0.769947,0.029910,0.039558,0.006349,7,18,2025-09-14,2025-09-29,2025-07-26,2025-09-09,1759104000000,1758971525000,1757808000000,1759104000000,1753488000000,1757376000000,2025-09-27
2025-10-09,2025-10-09,0.080967,0.014049,0.229527,0.110400,0.015049,0.153379,-1.746872,-0.561578,0.076148,0.045322,0.006295,7,16,2025-09-24,2025-10-09,2025-08-05,2025-09-19,1759968000000,1760008326000,1758672000000,1759968000000,1754352000000,1758240000000,2025-10-09
2025-10-15,2025-10-19,0.069511,0.014688,0.323093,0.106206,0.014391,0.149717,-2.761391,-0.015206,0.173377,0.029275,0.005612,5,19,2025-10-04,2025-10-19,2025-08-15,2025-09-29,1760832000000,1760526665000,1759536000000,1760832000000,1755216000000,1759104000000,2025-10-15
2025-10-21,2025-10-20,0.068472,0.015071,0.321630,0.103465,0.014270,0.152548,-2.562069,0.150908,0.169082,0.035163,0.006706,6,18,2025-10-05,2025-10-20,2025-08-16,2025-09-30,1760918400000,1761000329000,1759622400000,1760918400000,1755302400000,1759190400000,2025-10-21
