date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-02,0.058760,0.016162,0.351647,0.073552,0.010362,0.132969,-1.561535,2.693574,0.218679,0.026420,0.005377,3,8,2025-06-17,2025-07-02,2025-04-28,2025-06-12,1751414400000,1751195436000,1750118400000,1751414400000,1745798400000,1749686400000,2025-06-29
2025-07-11,2025-07-12,0.051017,0.016046,0.393042,0.076743,0.015429,0.220134,-2.345953,0.172239,0.172909,0.025117,0.006872,5,7,2025-06-27,2025-07-12,2025-05-08,2025-06-22,1752278400000,1752232237000,1750982400000,1752278400000,1746662400000,1750550400000,2025-07-11
2025-07-23,2025-07-22,0.057015,0.017305,0.366530,0.075212,0.017538,0.268903,-1.438211,-0.128844,0.097628,0.025956,0.006935,4,7,2025-07-07,2025-07-22,2025-05-18,2025-07-02,1753142400000,1753224269000,1751846400000,1753142400000,1747526400000,1751414400000,2025-07-23
2025-07-29,2025-08-01,0.075393,0.019095,0.285608,0.061758,0.017292,0.317703,0.937217,0.354747,-0.032094,0.030413,0.007100,4,9,2025-07-17,2025-08-01,2025-05-28,2025-07-12,1754006400000,1753787500000,1752710400000,1754006400000,1748390400000,1752278400000,2025-07-29
2025-08-10,2025-08-11,0.096028,0.022090,0.259934,0.058824,0.016760,0.321364,2.351335,1.269993,-0.061430,0.050646,0.012888,5,9,2025-07-27,2025-08-11,2025-06-07,2025-07-22,1754870400000,1754824300000,1753574400000,1754870400000,1749254400000,1753142400000,2025-08-10
2025-08-22,2025-08-21,0.102950,0.026047,0.270976,0.060805,0.017141,0.314297,2.569000,1.758002,-0.043321,0.050234,0.014247,5,10,2025-08-06,2025-08-21,2025-06-17,2025-08-01,1755734400000,1755816328000,1754438400000,1755734400000,1750118400000,1754006400000,2025-08-22
2025-08-28,2025-08-31,0.122494,0.023841,0.205530,0.067554,0.018273,0.296553,2.658655,0.820775,-0.091023,0.076654,0.015330,5,13,2025-08-16,2025-08-31,2025-06-27,2025-08-11,1756598400000,1756379439000,1755302400000,1756598400000,1750982400000,1754870400000,2025-08-28
2025-09-09,2025-09-10,0.086131,0.013181,0.147803,0.077152,0.019455,0.269596,0.191734,-3.109780,-0.121794,0.081796,0.016227,5,13,2025-08-26,2025-09-10,2025-07-07,2025-08-21,1757462400000,1757416240000,1756166400000,1757462400000,1751846400000,1755734400000,2025-09-09
2025-09-21,2025-09-20,0.064588,0.008272,0.104269,0.091175,0.021377,0.244521,-2.283286,-7.146869,-0.140252,0.034057,0.004067,5,14,2025-09-05,2025-09-20,2025-07-17,2025-08-31,1758326400000,1758408271000,1757030400000,1758326400000,1752710400000,1756598400000,2025-09-21
2025-09-27,2025-09-30,0.095409,0.010043,0.096411,0.090877,0.019448,0.220028,-0.310175,-5.312279,-0.123617,0.072498,0.006966,5,14,2025-09-15,2025-09-30,2025-07-27,2025-09-10,1759190400000,1758971500000,1757894400000,1759190400000,1753574400000,1757462400000,2025-09-27
2025-10-09,2025-10-10,0.148893,0.018893,0.142487,0.085353,0.015693,0.180847,2.416075,0.917364,-0.038359,0.066769,0.008993,6,14,2025-09-25,2025-10-10,2025-08-06,2025-09-20,1760054400000,1760008301000,1758758400000,1760054400000,1754438400000,1758326400000,2025-10-09
2025-10-21,2025-10-20,0.109338,0.021054,0.212208,0.088546,0.011457,0.119920,0.857816,3.535022,0.092288,0.046451,0.008440,5,14,2025-10-05,2025-10-20,2025-08-16,2025-09-30,1760918400000,1761000329000,1759622400000,1760918400000,1755302400000,1759190400000,2025-10-21
2025-10-21,2025-10-21,0.105966,0.021000,0.215617,0.086895,0.010964,0.115713,0.889108,4.004320,0.099904,0.046786,0.008722,6,13,2025-10-06,2025-10-21,2025-08-17,2025-10-01,1761004800000,1761045100000,1759708800000,1761004800000,1755388800000,1759276800000,2025-10-21
