date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-01,0.069477,0.005383,0.084668,0.075368,0.011999,0.167555,-0.709026,-3.844880,-0.082887,0.034245,0.002622,5,9,2025-06-16,2025-07-01,2025-04-27,2025-06-11,1751328000000,1751195461000,1750032000000,1751328000000,1745712000000,1749600000000,2025-06-29
2025-07-11,2025-07-11,0.110384,0.008416,0.085817,0.057982,0.006282,0.116661,2.541595,1.125235,-0.030844,0.046423,0.005602,6,8,2025-06-26,2025-07-11,2025-05-07,2025-06-21,1752192000000,1752232237000,1750896000000,1752192000000,1746576000000,1750464000000,2025-07-11
2025-07-17,2025-07-21,0.123187,0.009484,0.083831,0.062658,0.005386,0.093539,2.865679,2.172292,-0.009708,0.038870,0.004016,3,8,2025-07-06,2025-07-21,2025-05-17,2025-07-01,1753056000000,1752750725000,1751760000000,1753056000000,1747440000000,1751328000000,2025-07-17
2025-07-29,2025-07-31,0.131227,0.015164,0.126001,0.076411,0.006040,0.086741,2.507165,3.983681,0.039260,0.047195,0.006984,4,10,2025-07-16,2025-07-31,2025-05-27,2025-07-11,1753920000000,1753787525000,1752624000000,1753920000000,1748304000000,1752192000000,2025-07-29
2025-08-10,2025-08-10,0.069956,0.019361,0.303737,0.096798,0.007303,0.080930,-1.315694,4.495895,0.222806,0.038712,0.007672,5,9,2025-07-26,2025-08-10,2025-06-06,2025-07-21,1754784000000,1754824325000,1753488000000,1754784000000,1749168000000,1753056000000,2025-08-10
2025-08-16,2025-08-20,0.097766,0.015969,0.178227,0.102707,0.009345,0.095417,-0.184769,2.480070,0.082810,0.064998,0.006909,4,12,2025-08-05,2025-08-20,2025-06-16,2025-07-31,1755648000000,1755342639000,1754352000000,1755648000000,1750032000000,1753920000000,2025-08-16
2025-08-28,2025-08-30,0.133145,0.015851,0.133092,0.095065,0.013044,0.142650,1.415094,0.950860,-0.009559,0.054641,0.007089,6,14,2025-08-15,2025-08-30,2025-06-26,2025-08-10,1756512000000,1756379439000,1755216000000,1756512000000,1750896000000,1754784000000,2025-08-28
2025-09-09,2025-09-09,0.111652,0.015897,0.161520,0.103413,0.014562,0.147499,0.197089,0.328611,0.014021,0.046938,0.006707,5,12,2025-08-25,2025-09-09,2025-07-06,2025-08-20,1757376000000,1757416240000,1756080000000,1757376000000,1751760000000,1755648000000,2025-09-09
2025-09-15,2025-09-19,0.102012,0.015815,0.172647,0.106635,0.015965,0.158548,-0.407485,-0.294746,0.014098,0.036276,0.005987,4,14,2025-09-04,2025-09-19,2025-07-16,2025-08-30,1758240000000,1757934725000,1756944000000,1758240000000,1752624000000,1756512000000,2025-09-15
2025-09-27,2025-09-29,0.078815,0.014570,0.203758,0.103459,0.016214,0.168792,-1.361912,-0.749048,0.034966,0.034782,0.006451,6,14,2025-09-14,2025-09-29,2025-07-26,2025-09-09,1759104000000,1758971525000,1757808000000,1759104000000,1753488000000,1757376000000,2025-09-27
2025-10-09,2025-10-09,0.065007,0.013438,0.262895,0.107250,0.015438,0.157288,-2.566042,-0.798590,0.105608,0.030653,0.005668,6,13,2025-09-24,2025-10-09,2025-08-05,2025-09-19,1759968000000,1760008326000,1758672000000,1759968000000,1754352000000,1758240000000,2025-10-09
2025-10-15,2025-10-19,0.055537,0.013268,0.353053,0.102017,0.014563,0.153772,-3.616132,-0.559219,0.199281,0.021219,0.004989,4,15,2025-10-04,2025-10-19,2025-08-15,2025-09-29,1760832000000,1760526640000,1759536000000,1760832000000,1755216000000,1759104000000,2025-10-15
2025-10-21,2025-10-20,0.056988,0.013901,0.347423,0.098380,0.014428,0.157126,-3.239100,-0.302071,0.190297,0.026328,0.006333,5,14,2025-10-05,2025-10-20,2025-08-16,2025-09-30,1760918400000,1761000329000,1759622400000,1760918400000,1755302400000,1759190400000,2025-10-21
