date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-01,0.048594,0.005182,0.120780,0.078116,0.014303,0.197576,-2.641204,-5.078435,-0.076796,0.026158,0.003320,4,8,2025-06-16,2025-07-01,2025-04-27,2025-06-11,1751328000000,1751195436000,1750032000000,1751328000000,1745712000000,1749600000000,2025-06-29
2025-07-11,2025-07-11,0.059677,0.005711,0.109494,0.056348,0.008312,0.154843,-0.276815,-1.938892,-0.045349,0.034603,0.004617,5,7,2025-06-26,2025-07-11,2025-05-07,2025-06-21,1752192000000,1752232237000,1750896000000,1752192000000,1746576000000,1750464000000,2025-07-11
2025-07-17,2025-07-21,0.064716,0.006050,0.112633,0.052094,0.006024,0.124670,0.160354,-0.652153,-0.012037,0.029261,0.002769,3,7,2025-07-06,2025-07-21,2025-05-17,2025-07-01,1753056000000,1752750725000,1751760000000,1753056000000,1747440000000,1751328000000,2025-07-17
2025-07-29,2025-07-31,0.112385,0.011190,0.108440,0.049323,0.005221,0.113655,3.848091,3.332716,-0.005215,0.046892,0.005555,4,9,2025-07-16,2025-07-31,2025-05-27,2025-07-11,1753920000000,1753787525000,1752624000000,1753920000000,1748304000000,1752192000000,2025-07-29
2025-08-10,2025-08-10,0.068010,0.013163,0.228903,0.056141,0.005329,0.102067,1.045473,4.308422,0.126836,0.033957,0.005564,5,8,2025-07-26,2025-08-10,2025-06-06,2025-07-21,1754784000000,1754824325000,1753488000000,1754784000000,1749168000000,1753056000000,2025-08-10
2025-08-16,2025-08-20,0.084041,0.011463,0.157907,0.066171,0.006663,0.103907,1.069473,2.596810,0.054000,0.051042,0.005241,4,11,2025-08-05,2025-08-20,2025-06-16,2025-07-31,1755648000000,1755342639000,1754352000000,1755648000000,1750032000000,1753920000000,2025-08-16
2025-08-28,2025-08-30,0.121800,0.013198,0.123203,0.069283,0.009125,0.138065,2.460912,1.714813,-0.014862,0.053234,0.006295,6,13,2025-08-15,2025-08-30,2025-06-26,2025-08-10,1756512000000,1756379439000,1755216000000,1756512000000,1750896000000,1754784000000,2025-08-28
2025-09-09,2025-09-09,0.105077,0.013199,0.147799,0.081248,0.010197,0.133737,0.974161,1.141068,0.014063,0.046222,0.006047,5,12,2025-08-25,2025-09-09,2025-07-06,2025-08-20,1757376000000,1757416240000,1756080000000,1757376000000,1751760000000,1755648000000,2025-09-09
2025-09-15,2025-09-19,0.112269,0.012553,0.140315,0.096469,0.012191,0.135434,0.230253,-0.028601,0.004880,0.039021,0.005328,4,14,2025-09-04,2025-09-19,2025-07-16,2025-08-30,1758240000000,1757934725000,1756944000000,1758240000000,1752624000000,1756512000000,2025-09-15
2025-09-27,2025-09-29,0.105849,0.012971,0.149931,0.095798,0.012626,0.144464,0.023130,-0.078645,0.005467,0.043000,0.005778,6,14,2025-09-14,2025-09-29,2025-07-26,2025-09-09,1759104000000,1758971525000,1757808000000,1759104000000,1753488000000,1757376000000,2025-09-27
2025-10-09,2025-10-09,0.083828,0.013173,0.197084,0.104197,0.012196,0.131620,-1.338760,0.122958,0.065463,0.046758,0.006009,6,13,2025-09-24,2025-10-09,2025-08-05,2025-09-19,1759968000000,1760008326000,1758672000000,1759968000000,1754352000000,1758240000000,2025-10-09
2025-10-15,2025-10-19,0.056291,0.012239,0.334112,0.108982,0.012217,0.127132,-3.775817,-0.355888,0.206980,0.025879,0.004887,4,15,2025-10-04,2025-10-19,2025-08-15,2025-09-29,1760832000000,1760526640000,1759536000000,1760832000000,1755216000000,1759104000000,2025-10-15
2025-10-21,2025-10-20,0.055097,0.012032,0.333516,0.108227,0.012248,0.128906,-3.776605,-0.415164,0.204610,0.028763,0.005267,5,14,2025-10-05,2025-10-20,2025-08-16,2025-09-30,1760918400000,1761000329000,1759622400000,1760918400000,1755302400000,1759190400000,2025-10-21
