date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms
2025-05-29 07:00:00,2025-05-29,0.155875,0.020269,0.160499,0.058026,0.013056,0.235424,4.008461,1.513370,-0.074920,0.000000,0.000000,2,11,2025-05-14,2025-05-29,2025-03-25,2025-05-09,1748476800000,1747180800000,1748476800000,1742860800000,1746748800000
2025-06-08 07:00:00,2025-06-08,0.051968,0.006671,0.144719,0.059684,0.013317,0.232850,-1.255696,-3.915306,-0.088131,0.054559,0.007322,5,12,2025-05-24,2025-06-08,2025-04-04,2025-05-19,1749340800000,1748044800000,1749340800000,1743724800000,1747612800000
2025-06-18 07:00:00,2025-06-18,0.042193,0.004511,0.119074,0.068064,0.014252,0.221370,-2.606470,-5.582979,-0.102296,0.020186,0.002505,6,11,2025-06-03,2025-06-18,2025-04-14,2025-05-29,1750204800000,1748908800000,1750204800000,1744588800000,1748476800000
2025-06-28 07:00:00,2025-06-28,0.049974,0.004674,0.115699,0.067607,0.013215,0.206314,-2.159385,-5.131682,-0.090615,0.022817,0.002344,4,12,2025-06-13,2025-06-28,2025-04-24,2025-06-08,1751068800000,1749772800000,1751068800000,1745452800000,1749340800000
2025-07-08 07:00:00,2025-07-08,0.078687,0.007434,0.108420,0.062569,0.010538,0.180792,0.447952,-2.113938,-0.072372,0.039849,0.005017,4,13,2025-06-23,2025-07-08,2025-05-04,2025-06-18,1751932800000,1750636800000,1751932800000,1746316800000,1750204800000
2025-07-18 07:00:00,2025-07-18,0.103721,0.008059,0.088834,0.051290,0.005402,0.117176,2.795959,1.459252,-0.028342,0.041254,0.004891,5,9,2025-07-03,2025-07-18,2025-05-14,2025-06-28,1752796800000,1751500800000,1752796800000,1747180800000,1751068800000
2025-07-28 07:00:00,2025-07-28,0.131252,0.010726,0.093170,0.058791,0.005765,0.107753,3.563386,2.543544,-0.014582,0.044800,0.004298,4,12,2025-07-13,2025-07-28,2025-05-24,2025-07-08,1753660800000,1752364800000,1753660800000,1748044800000,1751932800000
2025-08-07 07:00:00,2025-08-07,0.105183,0.016408,0.172177,0.064425,0.005458,0.094580,2.344980,4.938630,0.077597,0.046539,0.007074,6,14,2025-07-23,2025-08-07,2025-06-03,2025-07-18,1754524800000,1753228800000,1754524800000,1748908800000,1752796800000
2025-08-17 07:00:00,2025-08-17,0.086704,0.015080,0.191571,0.085445,0.006920,0.088021,0.253745,3.630371,0.103550,0.056819,0.007235,8,14,2025-08-02,2025-08-17,2025-06-13,2025-07-28,1755388800000,1754092800000,1755388800000,1749772800000,1753660800000
2025-08-27 07:00:00,2025-08-27,0.140271,0.014154,0.112168,0.095435,0.009758,0.107848,1.681628,1.721170,0.004320,0.053234,0.005902,6,15,2025-08-12,2025-08-27,2025-06-23,2025-08-07,1756252800000,1754956800000,1756252800000,1750636800000,1754524800000
2025-09-06 07:00:00,2025-09-06,0.137315,0.014516,0.119341,0.102615,0.011849,0.121974,1.187010,0.900607,-0.002633,0.049831,0.005911,5,17,2025-08-22,2025-09-06,2025-07-03,2025-08-17,1757116800000,1755820800000,1757116800000,1751500800000,1755388800000
2025-09-16 07:00:00,2025-09-16,0.119640,0.014184,0.141442,0.111936,0.013543,0.129116,-0.046123,0.047733,0.012325,0.050463,0.005803,6,16,2025-09-01,2025-09-16,2025-07-13,2025-08-27,1757980800000,1756684800000,1757980800000,1752364800000,1756252800000
2025-09-18 07:00:00,2025-09-18,0.119640,0.014184,0.141442,0.112698,0.013759,0.129521,-0.088720,-0.043534,0.011921,0.050463,0.005803,6,18,2025-09-03,2025-09-18,2025-07-15,2025-08-29,1758153600000,1756857600000,1758153600000,1752537600000,1756425600000
