date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-01,0.058471,0.004739,0.096498,0.072079,0.014574,0.217778,-1.756265,-5.570024,-0.121280,0.028082,0.002612,4,8,2025-06-16,2025-07-01,2025-04-27,2025-06-11,1751328000000,1751195436000,1750032000000,1751328000000,1745712000000,1749600000000,2025-06-29
2025-07-11,2025-07-11,0.074011,0.006165,0.094141,0.054846,0.007442,0.149098,0.793047,-1.256769,-0.054957,0.044461,0.004411,5,7,2025-06-26,2025-07-11,2025-05-07,2025-06-21,1752192000000,1752232237000,1750896000000,1752192000000,1746576000000,1750464000000,2025-07-11
2025-07-17,2025-07-21,0.084002,0.007155,0.101701,0.055572,0.005355,0.109962,1.193139,0.666429,-0.008262,0.033809,0.003356,3,7,2025-07-06,2025-07-21,2025-05-17,2025-07-01,1753056000000,1752750725000,1751760000000,1753056000000,1747440000000,1751328000000,2025-07-17
2025-07-29,2025-07-31,0.112252,0.012930,0.122437,0.055754,0.005164,0.103309,3.414658,4.084761,0.019128,0.042939,0.005980,4,9,2025-07-16,2025-07-31,2025-05-27,2025-07-11,1753920000000,1753787525000,1752624000000,1753920000000,1748304000000,1752192000000,2025-07-29
2025-08-10,2025-08-10,0.067010,0.013438,0.228099,0.069631,0.005683,0.088337,0.111784,4.131980,0.139762,0.031914,0.005833,5,8,2025-07-26,2025-08-10,2025-06-06,2025-07-21,1754784000000,1754824325000,1753488000000,1754784000000,1749168000000,1753056000000,2025-08-10
2025-08-16,2025-08-20,0.084232,0.011241,0.151505,0.078270,0.007363,0.098121,0.282515,2.015707,0.053385,0.054584,0.004801,4,11,2025-08-05,2025-08-20,2025-06-16,2025-07-31,1755648000000,1755342639000,1754352000000,1755648000000,1750032000000,1753920000000,2025-08-16
2025-08-28,2025-08-30,0.122801,0.013339,0.121938,0.076715,0.009868,0.135966,2.113318,1.376078,-0.014028,0.057253,0.006436,6,13,2025-08-15,2025-08-30,2025-06-26,2025-08-10,1756512000000,1756379439000,1755216000000,1756512000000,1750896000000,1754784000000,2025-08-28
2025-09-09,2025-09-09,0.102377,0.013827,0.148094,0.085312,0.010809,0.134356,0.810243,0.973069,0.013738,0.042927,0.006256,5,12,2025-08-25,2025-09-09,2025-07-06,2025-08-20,1757376000000,1757416240000,1756080000000,1757376000000,1751760000000,1755648000000,2025-09-09
2025-09-15,2025-09-19,0.100203,0.013348,0.161235,0.096638,0.012761,0.137723,-0.194172,0.045040,0.023513,0.035730,0.005823,4,14,2025-09-04,2025-09-19,2025-07-16,2025-08-30,1758240000000,1757934725000,1756944000000,1758240000000,1752624000000,1756512000000,2025-09-15
2025-09-27,2025-09-29,0.087529,0.013638,0.175882,0.093957,0.012947,0.145280,-0.644071,0.015671,0.030602,0.037135,0.005862,6,14,2025-09-14,2025-09-29,2025-07-26,2025-09-09,1759104000000,1758971525000,1757808000000,1759104000000,1753488000000,1757376000000,2025-09-27
2025-10-09,2025-10-09,0.070837,0.013721,0.219054,0.101329,0.012533,0.135236,-1.724065,0.200094,0.083819,0.037880,0.005862,6,13,2025-09-24,2025-10-09,2025-08-05,2025-09-19,1759968000000,1760008326000,1758672000000,1759968000000,1754352000000,1758240000000,2025-10-09
2025-10-15,2025-10-19,0.048602,0.013440,0.378801,0.100268,0.012616,0.137483,-3.801473,0.140516,0.241318,0.020674,0.004900,4,15,2025-10-04,2025-10-19,2025-08-15,2025-09-29,1760832000000,1760526640000,1759536000000,1760832000000,1755216000000,1759104000000,2025-10-15
2025-10-21,2025-10-20,0.050168,0.013245,0.367354,0.098566,0.012744,0.140869,-3.637051,0.059856,0.226484,0.022727,0.005394,5,14,2025-10-05,2025-10-20,2025-08-16,2025-09-30,1760918400000,1761000329000,1759622400000,1760918400000,1755302400000,1759190400000,2025-10-21
