date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-01,0.043588,0.004991,0.127369,0.080616,0.013978,0.180477,-3.184400,-5.049607,-0.053108,0.024306,0.002823,4,8,2025-06-16,2025-07-01,2025-04-27,2025-06-11,1751328000000,1751195436000,1750032000000,1751328000000,1745712000000,1749600000000,2025-06-29
2025-07-11,2025-07-11,0.063982,0.005681,0.104697,0.059683,0.009770,0.170581,-0.079400,-2.476409,-0.065884,0.034120,0.003497,5,7,2025-06-26,2025-07-11,2025-05-07,2025-06-21,1752192000000,1752232237000,1750896000000,1752192000000,1746576000000,1750464000000,2025-07-11
2025-07-17,2025-07-21,0.084965,0.006626,0.094855,0.053137,0.006800,0.136005,1.717771,-0.047215,-0.041150,0.034660,0.003067,3,7,2025-07-06,2025-07-21,2025-05-17,2025-07-01,1753056000000,1752750725000,1751760000000,1753056000000,1747440000000,1751328000000,2025-07-17
2025-07-29,2025-07-31,0.126131,0.012083,0.110201,0.053338,0.005677,0.117665,3.925519,3.534678,-0.007464,0.046917,0.005998,4,9,2025-07-16,2025-07-31,2025-05-27,2025-07-11,1753920000000,1753787525000,1752624000000,1753920000000,1748304000000,1752192000000,2025-07-29
2025-08-10,2025-08-10,0.072105,0.014500,0.242479,0.059382,0.005498,0.101645,0.860165,4.479121,0.140834,0.039988,0.006121,5,8,2025-07-26,2025-08-10,2025-06-06,2025-07-21,1754784000000,1754824325000,1753488000000,1754784000000,1749168000000,1753056000000,2025-08-10
2025-08-16,2025-08-20,0.089143,0.014217,0.184020,0.074045,0.006817,0.100450,0.853576,3.295074,0.083571,0.057456,0.006371,4,11,2025-08-05,2025-08-20,2025-06-16,2025-07-31,1755648000000,1755342639000,1754352000000,1755648000000,1750032000000,1753920000000,2025-08-16
2025-08-28,2025-08-30,0.114245,0.015637,0.160848,0.076113,0.009459,0.134458,1.711961,2.220277,0.026390,0.050686,0.007102,6,13,2025-08-15,2025-08-30,2025-06-26,2025-08-10,1756512000000,1756379439000,1755216000000,1756512000000,1750896000000,1754784000000,2025-08-28
2025-09-09,2025-09-09,0.118969,0.014627,0.148028,0.093095,0.011817,0.136451,0.844320,0.980456,0.011577,0.061072,0.006312,5,12,2025-08-25,2025-09-09,2025-07-06,2025-08-20,1757376000000,1757416240000,1756080000000,1757376000000,1751760000000,1755648000000,2025-09-09
2025-09-15,2025-09-19,0.127268,0.012864,0.126239,0.100625,0.013767,0.150750,0.611954,-0.319107,-0.024511,0.053078,0.005716,4,14,2025-09-04,2025-09-19,2025-07-16,2025-08-30,1758240000000,1757934725000,1756944000000,1758240000000,1752624000000,1756512000000,2025-09-15
2025-09-27,2025-09-29,0.118546,0.012305,0.124864,0.102422,0.014290,0.157960,0.051566,-0.932763,-0.033096,0.051834,0.005605,6,14,2025-09-14,2025-09-29,2025-07-26,2025-09-09,1759104000000,1758971525000,1757808000000,1759104000000,1753488000000,1757376000000,2025-09-27
2025-10-09,2025-10-09,0.102118,0.013184,0.140419,0.108350,0.013851,0.150030,-0.249457,-0.779290,-0.009611,0.063779,0.006030,6,13,2025-09-24,2025-10-09,2025-08-05,2025-09-19,1759968000000,1760008326000,1758672000000,1759968000000,1754352000000,1758240000000,2025-10-09
2025-10-15,2025-10-19,0.098106,0.014100,0.239134,0.117233,0.013332,0.134481,-1.475284,-0.021399,0.104653,0.039315,0.005248,4,15,2025-10-04,2025-10-19,2025-08-15,2025-09-29,1760832000000,1760526640000,1759536000000,1760832000000,1755216000000,1759104000000,2025-10-15
2025-10-21,2025-10-20,0.095461,0.014148,0.248807,0.116271,0.013097,0.133448,-1.564559,0.121039,0.115359,0.040808,0.005575,5,14,2025-10-05,2025-10-20,2025-08-16,2025-09-30,1760918400000,1761000329000,1759622400000,1760918400000,1755302400000,1759190400000,2025-10-21
