date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-02,0.066138,0.006391,0.116899,0.083549,0.012870,0.162102,-1.910272,-3.992614,-0.045203,0.029503,0.003074,3,8,2025-06-17,2025-07-02,2025-04-28,2025-06-12,1751414400000,1751195436000,1750118400000,1751414400000,1745798400000,1749686400000,2025-06-29
2025-07-11,2025-07-12,0.087723,0.008109,0.106981,0.066015,0.008482,0.138093,0.743792,-0.602416,-0.031112,0.042866,0.004683,5,7,2025-06-27,2025-07-12,2025-05-08,2025-06-22,1752278400000,1752232237000,1750982400000,1752278400000,1746662400000,1750550400000,2025-07-11
2025-07-23,2025-07-22,0.104081,0.010041,0.112515,0.067575,0.007148,0.116328,1.870708,1.483054,-0.003812,0.048581,0.004920,4,7,2025-07-07,2025-07-22,2025-05-18,2025-07-02,1753142400000,1753224269000,1751846400000,1753142400000,1747526400000,1751414400000,2025-07-23
2025-07-29,2025-08-01,0.114963,0.013546,0.142502,0.070530,0.006814,0.104440,2.171836,3.110362,0.038062,0.046059,0.005977,4,9,2025-07-17,2025-08-01,2025-05-28,2025-07-12,1754006400000,1753787525000,1752710400000,1754006400000,1748390400000,1752278400000,2025-07-29
2025-08-10,2025-08-11,0.070939,0.015904,0.261204,0.080939,0.007670,0.103681,-0.462376,3.533845,0.157523,0.036681,0.007037,5,9,2025-07-27,2025-08-11,2025-06-07,2025-07-22,1754870400000,1754824325000,1753574400000,1754870400000,1749254400000,1753142400000,2025-08-10
2025-08-22,2025-08-21,0.098027,0.015085,0.176544,0.089646,0.009290,0.111794,0.462574,2.331775,0.064751,0.058265,0.007422,5,10,2025-08-06,2025-08-21,2025-06-17,2025-08-01,1755734400000,1755816328000,1754438400000,1755734400000,1750118400000,1754006400000,2025-08-22
2025-08-28,2025-08-31,0.113393,0.015835,0.164573,0.082531,0.011395,0.144959,1.271091,1.465855,0.019614,0.049556,0.007074,5,13,2025-08-16,2025-08-31,2025-06-27,2025-08-11,1756598400000,1756379439000,1755302400000,1756598400000,1750982400000,1754870400000,2025-08-28
2025-09-09,2025-09-10,0.109722,0.014321,0.153249,0.092126,0.013276,0.154534,0.556873,0.260934,-0.001285,0.053363,0.007107,5,13,2025-08-26,2025-09-10,2025-07-07,2025-08-21,1757462400000,1757416240000,1756166400000,1757462400000,1751846400000,1755734400000,2025-09-09
2025-09-21,2025-09-20,0.113544,0.010828,0.113582,0.095528,0.014829,0.168589,-0.002165,-1.932746,-0.055007,0.053142,0.005543,5,14,2025-09-05,2025-09-20,2025-07-17,2025-08-31,1758326400000,1758408271000,1757030400000,1758326400000,1752710400000,1756598400000,2025-09-21
2025-09-27,2025-09-30,0.124957,0.010807,0.104386,0.096106,0.014862,0.169825,0.191708,-2.265758,-0.065440,0.054216,0.004839,5,14,2025-09-15,2025-09-30,2025-07-27,2025-09-10,1759190400000,1758971525000,1757894400000,1759190400000,1753574400000,1757462400000,2025-09-27
2025-10-09,2025-10-10,0.130980,0.013081,0.131556,0.104620,0.013485,0.143943,0.225656,-0.756615,-0.012386,0.069567,0.006155,6,14,2025-09-25,2025-10-10,2025-08-06,2025-09-20,1760054400000,1760008326000,1758758400000,1760054400000,1754438400000,1758326400000,2025-10-09
2025-10-21,2025-10-20,0.115306,0.014960,0.227461,0.113278,0.012040,0.120907,-1.073395,0.593661,0.106554,0.053214,0.006514,5,14,2025-10-05,2025-10-20,2025-08-16,2025-09-30,1760918400000,1761000329000,1759622400000,1760918400000,1755302400000,1759190400000,2025-10-21
2025-10-21,2025-10-21,0.115063,0.015495,0.223495,0.112442,0.011954,0.121714,-0.843636,0.920662,0.101782,0.055437,0.007241,6,13,2025-10-06,2025-10-21,2025-08-17,2025-10-01,1761004800000,1761045125000,1759708800000,1761004800000,1755388800000,1759276800000,2025-10-21
