date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms
2025-06-04 07:00:00,2025-06-04,0.124166,0.012774,0.121386,0.069952,0.010686,0.160100,2.291292,0.649621,-0.038714,0.088238,0.009154,2,12,2025-05-20,2025-06-04,2025-03-31,2025-05-15,1748995200000,1747699200000,1748995200000,1743379200000,1747267200000
2025-06-14 07:00:00,2025-06-14,0.036095,0.003548,0.111958,0.080566,0.011743,0.155528,-4.314723,-6.234895,-0.043570,0.011931,0.001089,2,11,2025-05-30,2025-06-14,2025-04-10,2025-05-25,1749859200000,1748563200000,1749859200000,1744243200000,1748131200000
2025-06-24 07:00:00,2025-06-24,0.041036,0.003621,0.110367,0.092216,0.012564,0.146475,-4.608634,-6.481712,-0.036108,0.009479,0.001256,2,9,2025-06-09,2025-06-24,2025-04-20,2025-06-04,1750723200000,1749427200000,1750723200000,1745107200000,1748995200000
2025-07-04 07:00:00,2025-07-04,0.083941,0.006197,0.093533,0.089980,0.011513,0.141869,-0.690526,-3.481261,-0.048336,0.020085,0.001903,2,7,2025-06-19,2025-07-04,2025-04-30,2025-06-14,1751587200000,1750291200000,1751587200000,1745971200000,1749859200000
2025-07-14 07:00:00,2025-07-14,0.099593,0.008052,0.094567,0.048584,0.004789,0.108827,3.173755,2.363143,-0.014260,0.043473,0.003836,4,7,2025-06-29,2025-07-14,2025-05-10,2025-06-24,1752451200000,1751155200000,1752451200000,1746835200000,1750723200000
2025-07-24 07:00:00,2025-07-24,0.111855,0.010234,0.106414,0.049932,0.004365,0.096578,3.705374,4.159091,0.009836,0.044537,0.005071,5,7,2025-07-09,2025-07-24,2025-05-20,2025-07-04,1753315200000,1752019200000,1753315200000,1747699200000,1751587200000
2025-08-03 07:00:00,2025-08-03,0.098177,0.015282,0.178559,0.061593,0.004787,0.084226,1.949253,5.357507,0.094332,0.044936,0.006009,4,9,2025-07-19,2025-08-03,2025-05-30,2025-07-14,1754179200000,1752883200000,1754179200000,1748563200000,1752451200000
2025-08-13 07:00:00,2025-08-13,0.062268,0.015444,0.289028,0.089105,0.007469,0.093248,-1.706199,3.216297,0.195781,0.032949,0.006703,5,10,2025-07-29,2025-08-13,2025-06-09,2025-07-24,1755043200000,1753747200000,1755043200000,1749427200000,1753315200000
2025-08-23 07:00:00,2025-08-23,0.097272,0.014467,0.161695,0.096140,0.009857,0.113430,0.116717,1.724825,0.048265,0.055524,0.008098,6,10,2025-08-08,2025-08-23,2025-06-19,2025-08-03,1755907200000,1754611200000,1755907200000,1750291200000,1754179200000
2025-09-02 07:00:00,2025-09-02,0.109068,0.015183,0.158140,0.085557,0.011417,0.143975,1.029072,1.224485,0.014165,0.042134,0.006616,4,12,2025-08-18,2025-09-02,2025-06-29,2025-08-13,1756771200000,1755475200000,1756771200000,1751155200000,1755043200000
2025-09-12 07:00:00,2025-09-12,0.112744,0.017366,0.171798,0.094181,0.013045,0.148567,0.729073,1.060263,0.023230,0.046767,0.007299,4,14,2025-08-28,2025-09-12,2025-07-09,2025-08-23,1757635200000,1756339200000,1757635200000,1752019200000,1755907200000
2025-09-22 07:00:00,2025-09-22,0.096454,0.017291,0.206806,0.088977,0.014622,0.175299,0.054416,0.475186,0.031506,0.042936,0.008770,6,13,2025-09-07,2025-09-22,2025-07-19,2025-09-02,1758499200000,1757203200000,1758499200000,1752883200000,1756771200000
2025-09-24 07:00:00,2025-09-24,0.095827,0.016928,0.205710,0.092798,0.014571,0.167482,-0.246906,0.281190,0.038228,0.041751,0.008262,5,14,2025-09-09,2025-09-24,2025-07-21,2025-09-04,1758672000000,1757376000000,1758672000000,1753056000000,1756944000000
