date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-02,0.051017,0.003989,0.092658,0.078461,0.013174,0.174078,-2.454573,-5.898129,-0.081420,0.020418,0.001765,3,8,2025-06-17,2025-07-02,2025-04-28,2025-06-12,1751414400000,1751195436000,1750118400000,1751414400000,1745798400000,1749686400000,2025-06-29
2025-07-11,2025-07-12,0.078096,0.005771,0.086526,0.061361,0.008414,0.146113,0.542979,-1.810120,-0.059587,0.039372,0.003988,5,7,2025-06-27,2025-07-12,2025-05-08,2025-06-22,1752278400000,1752232237000,1750982400000,1752278400000,1746662400000,1750550400000,2025-07-11
2025-07-23,2025-07-22,0.100414,0.008265,0.090262,0.055008,0.005076,0.101807,2.459770,2.093875,-0.011545,0.044765,0.003888,4,7,2025-07-07,2025-07-22,2025-05-18,2025-07-02,1753142400000,1753224269000,1751846400000,1753142400000,1747526400000,1751414400000,2025-07-23
2025-07-29,2025-08-01,0.111235,0.011577,0.116559,0.060859,0.005003,0.092251,2.772118,3.787155,0.024308,0.043606,0.005600,4,9,2025-07-17,2025-08-01,2025-05-28,2025-07-12,1754006400000,1753787525000,1752710400000,1754006400000,1748390400000,1752278400000,2025-07-29
2025-08-10,2025-08-11,0.057261,0.015400,0.317841,0.072289,0.005674,0.086999,-1.046476,4.600582,0.230842,0.033456,0.006311,5,9,2025-07-27,2025-08-11,2025-06-07,2025-07-22,1754870400000,1754824325000,1753574400000,1754870400000,1749254400000,1753142400000,2025-08-10
2025-08-22,2025-08-21,0.095282,0.013371,0.166964,0.082875,0.007395,0.095456,0.623249,2.763986,0.071508,0.059385,0.006091,5,10,2025-08-06,2025-08-21,2025-06-17,2025-08-01,1755734400000,1755816328000,1754438400000,1755734400000,1750118400000,1754006400000,2025-08-22
2025-08-28,2025-08-31,0.111490,0.013675,0.145229,0.072656,0.009762,0.140448,1.763412,1.528728,0.004781,0.048250,0.005974,5,13,2025-08-16,2025-08-31,2025-06-27,2025-08-11,1756598400000,1756379439000,1755302400000,1756598400000,1750982400000,1754870400000,2025-08-28
2025-09-09,2025-09-10,0.101028,0.013443,0.152843,0.086971,0.011733,0.144348,0.463646,0.455392,0.008495,0.044264,0.005536,5,13,2025-08-26,2025-09-10,2025-07-07,2025-08-21,1757462400000,1757416240000,1756166400000,1757462400000,1751846400000,1755734400000,2025-09-09
2025-09-21,2025-09-20,0.104305,0.012854,0.151945,0.090634,0.013160,0.157955,0.188736,-0.456987,-0.006010,0.040750,0.005192,5,14,2025-09-05,2025-09-20,2025-07-17,2025-08-31,1758326400000,1758408271000,1757030400000,1758326400000,1752710400000,1756598400000,2025-09-21
2025-09-27,2025-09-30,0.105102,0.013321,0.161464,0.090567,0.013651,0.170667,0.235104,-0.488653,-0.009203,0.041589,0.005484,5,14,2025-09-15,2025-09-30,2025-07-27,2025-09-10,1759190400000,1758971525000,1757894400000,1759190400000,1753574400000,1757462400000,2025-09-27
2025-10-09,2025-10-10,0.085875,0.013072,0.200748,0.098522,0.013013,0.151153,-0.997389,-0.194088,0.049595,0.048120,0.005884,6,14,2025-09-25,2025-10-10,2025-08-06,2025-09-20,1760054400000,1760008326000,1758758400000,1760054400000,1754438400000,1758326400000,2025-10-09
2025-10-21,2025-10-20,0.056404,0.011973,0.342523,0.104289,0.012921,0.142634,-3.676612,-0.513138,0.199889,0.029387,0.005161,5,14,2025-10-05,2025-10-20,2025-08-16,2025-09-30,1760918400000,1761000329000,1759622400000,1760918400000,1755302400000,1759190400000,2025-10-21
2025-10-21,2025-10-21,0.059265,0.012788,0.329361,0.103384,0.013112,0.147491,-3.217689,-0.220415,0.181870,0.034436,0.006746,6,13,2025-10-06,2025-10-21,2025-08-17,2025-10-01,1761004800000,1761045125000,1759708800000,1761004800000,1755388800000,1759276800000,2025-10-21
