date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,acq_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms,acq_local
2025-06-29,2025-07-03,0.099906,0.006400,0.075752,0.075564,0.013667,0.190582,0.733366,-4.015594,-0.114830,0.024131,0.001893,3,10,2025-06-18,2025-07-03,2025-04-29,2025-06-13,1751500800000,1751195461000,1750204800000,1751500800000,1745884800000,1749772800000,2025-06-29
2025-07-11,2025-07-13,0.120149,0.008023,0.075738,0.050490,0.006597,0.137651,3.616461,0.869028,-0.061913,0.056734,0.004903,7,10,2025-06-28,2025-07-13,2025-05-09,2025-06-23,1752364800000,1752232262000,1751068800000,1752364800000,1746748800000,1750636800000,2025-07-11
2025-07-23,2025-07-23,0.138511,0.011370,0.093129,0.056536,0.005187,0.099278,3.982198,3.670110,-0.006149,0.053482,0.005492,7,11,2025-07-08,2025-07-23,2025-05-19,2025-07-03,1753228800000,1753269063000,1751932800000,1753228800000,1747612800000,1751500800000,2025-07-23
2025-07-29,2025-08-02,0.133623,0.015649,0.138555,0.076374,0.005801,0.084336,2.425314,4.454387,0.054219,0.043964,0.005823,4,13,2025-07-18,2025-08-02,2025-05-29,2025-07-13,1754092800000,1753787525000,1752796800000,1754092800000,1748476800000,1752364800000,2025-07-29
2025-08-10,2025-08-12,0.072087,0.015824,0.259383,0.111324,0.008246,0.081036,-2.044614,2.981570,0.178347,0.037833,0.006980,6,14,2025-07-28,2025-08-12,2025-06-08,2025-07-23,1754956800000,1754824325000,1753660800000,1754956800000,1749340800000,1753228800000,2025-08-10
2025-08-22,2025-08-22,0.129275,0.015419,0.142556,0.126568,0.010524,0.090379,0.021338,1.798153,0.052177,0.074761,0.007312,7,12,2025-08-07,2025-08-22,2025-06-18,2025-08-02,1755820800000,1755861125000,1754524800000,1755820800000,1750204800000,1754092800000,2025-08-22
2025-08-28,2025-09-01,0.146678,0.017178,0.142630,0.103091,0.011852,0.123014,1.353260,1.620440,0.019616,0.052357,0.006341,5,17,2025-08-17,2025-09-01,2025-06-28,2025-08-12,1756684800000,1756379464000,1755388800000,1756684800000,1751068800000,1754956800000,2025-08-28
2025-09-09,2025-09-11,0.129744,0.015817,0.148925,0.118739,0.013864,0.128159,0.116283,0.443699,0.020765,0.057414,0.006636,7,18,2025-08-27,2025-09-11,2025-07-08,2025-08-22,1757548800000,1757416265000,1756252800000,1757548800000,1751932800000,1755820800000,2025-09-09
2025-09-21,2025-09-21,0.097164,0.014637,0.174942,0.115186,0.015654,0.151903,-1.057848,-0.581935,0.023039,0.046170,0.005948,8,17,2025-09-06,2025-09-21,2025-07-18,2025-09-01,1758412800000,1758453065000,1757116800000,1758412800000,1752796800000,1756684800000,2025-09-21
2025-09-27,2025-10-01,0.078989,0.014122,0.215899,0.114018,0.015662,0.156298,-1.902552,-0.867945,0.059601,0.031598,0.005290,5,18,2025-09-16,2025-10-01,2025-07-28,2025-09-11,1759276800000,1758971525000,1757980800000,1759276800000,1753660800000,1757548800000,2025-09-27
2025-10-09,2025-10-11,0.074181,0.013662,0.244341,0.112103,0.015032,0.152094,-2.127714,-0.650473,0.092247,0.041182,0.006284,7,19,2025-09-26,2025-10-11,2025-08-07,2025-09-21,1760140800000,1760008326000,1758844800000,1760140800000,1754524800000,1758412800000,2025-10-09
2025-10-21,2025-10-21,0.071709,0.016502,0.312574,0.107872,0.014724,0.154183,-2.191327,0.441273,0.158391,0.043758,0.009934,7,16,2025-10-06,2025-10-21,2025-08-17,2025-10-01,1761004800000,1761045125000,1759708800000,1761004800000,1755388800000,1759276800000,2025-10-21
2025-10-21,2025-10-22,0.071709,0.016502,0.312574,0.103772,0.014526,0.155840,-2.065430,0.492765,0.156734,0.043758,0.009934,7,17,2025-10-07,2025-10-22,2025-08-18,2025-10-02,1761091200000,1761045125000,1759795200000,1761091200000,1755475200000,1759363200000,2025-10-21
