date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms
2025-06-13 07:00:00,2025-06-13,0.425555,0.041111,0.095337,0.366161,0.032304,0.095940,1.290156,1.392044,-0.000603,0.269521,0.024798,4,15,2025-05-29,2025-06-13,2025-04-09,2025-05-24,1749772800000,1748476800000,1749772800000,1744156800000,1748044800000
2025-06-23 07:00:00,2025-06-23,0.436135,0.042238,0.096536,0.386085,0.032298,0.087434,1.227427,1.831017,0.009102,0.275045,0.022713,5,13,2025-06-08,2025-06-23,2025-04-19,2025-06-03,1750636800000,1749340800000,1750636800000,1745020800000,1748908800000
2025-07-03 07:00:00,2025-07-03,0.563060,0.040340,0.081445,0.374556,0.034224,0.092853,2.202678,1.160065,-0.011407,0.328794,0.024026,5,13,2025-06-18,2025-07-03,2025-04-29,2025-06-13,1751500800000,1750204800000,1751500800000,1745884800000,1749772800000
2025-07-13 07:00:00,2025-07-13,0.339944,0.029380,0.120836,0.446767,0.037185,0.087050,-2.060732,-1.090890,0.033787,0.297702,0.020430,7,14,2025-06-28,2025-07-13,2025-05-09,2025-06-23,1752364800000,1751068800000,1752364800000,1746748800000,1750636800000
2025-07-23 07:00:00,2025-07-23,0.291560,0.028462,0.123553,0.452569,0.036924,0.084874,-2.504274,-1.156684,0.038679,0.248662,0.021607,8,15,2025-07-08,2025-07-23,2025-05-19,2025-07-03,1753228800000,1751932800000,1753228800000,1747612800000,1751500800000
2025-08-02 07:00:00,2025-08-02,0.310087,0.029634,0.102732,0.410431,0.034334,0.091299,-1.205183,-0.805073,0.011433,0.242245,0.025368,6,16,2025-07-18,2025-08-02,2025-05-29,2025-07-13,1754092800000,1752796800000,1754092800000,1748476800000,1752364800000
2025-08-12 07:00:00,2025-08-12,0.271182,0.027183,0.111480,0.368271,0.030608,0.091702,-1.649847,-0.695559,0.019778,0.242191,0.023666,7,18,2025-07-28,2025-08-12,2025-06-08,2025-07-23,1754956800000,1753660800000,1754956800000,1749340800000,1753228800000
2025-08-22 07:00:00,2025-08-22,0.319157,0.025910,0.109774,0.340113,0.029037,0.100371,-1.039822,-0.521138,0.009403,0.190436,0.019275,8,17,2025-08-07,2025-08-22,2025-06-18,2025-08-02,1755820800000,1754524800000,1755820800000,1750204800000,1754092800000
2025-09-01 07:00:00,2025-09-01,0.325245,0.026668,0.100885,0.289232,0.027878,0.111403,-0.104353,-0.550958,-0.010517,0.287325,0.027441,6,20,2025-08-17,2025-09-01,2025-06-28,2025-08-12,1756684800000,1755388800000,1756684800000,1751068800000,1754956800000
2025-09-11 07:00:00,2025-09-11,0.243932,0.019780,0.093018,0.287204,0.027717,0.112632,-0.636771,-1.454560,-0.019615,0.200986,0.013756,7,21,2025-08-27,2025-09-11,2025-07-08,2025-08-22,1757548800000,1756252800000,1757548800000,1751932800000,1755820800000
2025-09-21 07:00:00,2025-09-21,0.266284,0.026772,0.106502,0.302199,0.026942,0.103427,-0.213397,-0.165075,0.003076,0.347515,0.027895,9,20,2025-09-06,2025-09-21,2025-07-18,2025-09-01,1758412800000,1757116800000,1758412800000,1752796800000,1756684800000
2025-10-01 07:00:00,2025-10-01,0.350626,0.039976,0.130494,0.262500,0.023427,0.101699,1.135170,1.908939,0.028795,0.388768,0.030752,7,20,2025-09-16,2025-10-01,2025-07-28,2025-09-11,1759276800000,1757980800000,1759276800000,1753660800000,1757548800000
2025-10-02 07:00:00,2025-10-02,0.391473,0.038824,0.112167,0.262500,0.023427,0.101699,1.459240,1.731809,0.010468,0.366616,0.029464,8,20,2025-09-17,2025-10-02,2025-07-29,2025-09-12,1759363200000,1758067200000,1759363200000,1753747200000,1757635200000
