date,date_local,S1_VV_CURR,S1_VH_CURR,S1_VH_VV_CURR,S1_VV_BASE,S1_VH_BASE,S1_VH_VV_BASE,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_DIFF,S1_VV_STD,S1_VH_STD,S1_EVENT_COUNT,S1_BASE_COUNT,S1_EVENT_START_LOCAL,S1_EVENT_END_LOCAL,S1_BASE_START_LOCAL,S1_BASE_END_LOCAL,date_ms,evt_start_ms,evt_end_ms,base_start_ms,base_end_ms
2025-05-29 07:00:00,2025-05-29,0.179542,0.021221,0.144703,0.056795,0.012844,0.233395,4.735304,1.979366,-0.088925,0.000000,0.000000,2,11,2025-05-14,2025-05-29,2025-03-25,2025-05-09,1748476800000,1747180800000,1748476800000,1742860800000,1746748800000
2025-06-08 07:00:00,2025-06-08,0.054400,0.007391,0.149015,0.058793,0.012854,0.225056,-0.824921,-3.093774,-0.076041,0.064273,0.007630,5,12,2025-05-24,2025-06-08,2025-04-04,2025-05-19,1749340800000,1748044800000,1749340800000,1743724800000,1747612800000
2025-06-18 07:00:00,2025-06-18,0.043441,0.004865,0.119485,0.066564,0.013812,0.217592,-2.167494,-5.058574,-0.098107,0.018877,0.002613,6,11,2025-06-03,2025-06-18,2025-04-14,2025-05-29,1750204800000,1748908800000,1750204800000,1744588800000,1748476800000
2025-06-28 07:00:00,2025-06-28,0.049547,0.004568,0.107163,0.065905,0.012743,0.202962,-1.758424,-5.079316,-0.095799,0.023521,0.002161,4,12,2025-06-13,2025-06-28,2025-04-24,2025-06-08,1751068800000,1749772800000,1751068800000,1745452800000,1749340800000
2025-07-08 07:00:00,2025-07-08,0.079504,0.006888,0.098581,0.062012,0.009929,0.168796,0.439528,-2.379966,-0.070215,0.041572,0.004839,4,13,2025-06-23,2025-07-08,2025-05-04,2025-06-18,1751932800000,1750636800000,1751932800000,1746316800000,1750204800000
2025-07-18 07:00:00,2025-07-18,0.097479,0.008496,0.094559,0.051757,0.005569,0.116261,2.448855,1.519347,-0.021702,0.041592,0.004713,5,9,2025-07-03,2025-07-18,2025-05-14,2025-06-28,1752796800000,1751500800000,1752796800000,1747180800000,1751068800000
2025-07-28 07:00:00,2025-07-28,0.116463,0.010772,0.104910,0.059638,0.005855,0.106056,2.952420,2.500114,-0.001145,0.042704,0.004085,4,12,2025-07-13,2025-07-28,2025-05-24,2025-07-08,1753660800000,1752364800000,1753660800000,1748044800000,1751932800000
2025-08-07 07:00:00,2025-08-07,0.087500,0.014804,0.194222,0.063971,0.005606,0.095735,1.444298,4.397380,0.098487,0.041298,0.006352,6,14,2025-07-23,2025-08-07,2025-06-03,2025-07-18,1754524800000,1753228800000,1754524800000,1748908800000,1752796800000
2025-08-17 07:00:00,2025-08-17,0.072047,0.014367,0.222693,0.079346,0.006953,0.091806,-0.339732,3.436305,0.130887,0.049908,0.007094,8,14,2025-08-02,2025-08-17,2025-06-13,2025-07-28,1755388800000,1754092800000,1755388800000,1749772800000,1753660800000
2025-08-27 07:00:00,2025-08-27,0.118391,0.014872,0.144741,0.085985,0.009478,0.113634,1.249885,1.965687,0.031108,0.048728,0.006717,6,15,2025-08-12,2025-08-27,2025-06-23,2025-08-07,1756252800000,1754956800000,1756252800000,1750636800000,1754524800000
2025-09-06 07:00:00,2025-09-06,0.114799,0.015230,0.154813,0.088761,0.011554,0.134951,0.899586,1.139406,0.019862,0.043670,0.006577,5,17,2025-08-22,2025-09-06,2025-07-03,2025-08-17,1757116800000,1755820800000,1757116800000,1751500800000,1755388800000
2025-09-16 07:00:00,2025-09-16,0.101094,0.013171,0.158470,0.093744,0.013204,0.152232,-0.084874,-0.258606,0.006238,0.047864,0.006297,6,16,2025-09-01,2025-09-16,2025-07-13,2025-08-27,1757980800000,1756684800000,1757980800000,1752364800000,1756252800000
2025-09-18 07:00:00,2025-09-18,0.101094,0.013171,0.158470,0.094022,0.013398,0.153870,-0.100182,-0.339227,0.004599,0.047864,0.006297,6,18,2025-09-03,2025-09-18,2025-07-15,2025-08-29,1758153600000,1756857600000,1758153600000,1752537600000,1756425600000
